brand,model_slug,review,rating
hyundai,creta-ev,"R
Ravi On Mar 07, 2025
4.8
Best Ev Car
Very good car and best performance and very stylish look i feel better than other ev car so i suggest this car very good stylish low maintenance cost and strong car.",
hyundai,creta-ev,"R
Rishi Kumar Dahiya On Mar 04, 2025
4.7
Hyndai Creta
It definitely stands out in the crowd best looking ev car in its price range. Definitely worth buying if someone is looking forward to buy an electric vehicle. Excellent car
1",
hyundai,creta-ev,"S
Sanwar Lal Suthar On Mar 01, 2025
4.8
The Cabin Is Spacious And This Is The Superb Car
The cabin is spacious and well-appointed with high-quality materials The infotainment system is intuitive and easy to use Ride quality is remarkably comfortable on rough roads The safety features are top-notch
1",
hyundai,creta-ev,"M
Mayank Singla On Feb 18, 2025
5
Creta Ev B
Must buy product best build perfect family car value for money milage range perfection creta ev best technology sporty looks nice build quality big screen nice saferfy rating best perfect",
hyundai,creta-ev,"S
Sameer Shaikh On Feb 17, 2025
5
Ideal Car For Professional
Best' car for city use and ruler area use this car very attractive and effective every version is the best for e V section best e V car in India",
hyundai,creta-ev,"H
Hitesh Mahajan On Feb 17, 2025
4.5
New Option Value For Money
I find price is attractive as compared to petro diesel version. Featured is good. Front charging option is always dangerous I case of collision. Nice option good range and good varients.",
hyundai,creta-ev,"L
Lalit Jat On Feb 08, 2025
5
Car Charge Fast
Nice car and charging very fast and climate control and touch screen is very fast work and car is electric but power is diesel and petrol car i am setisfied the car",
hyundai,creta-ev,"M
Munna On Feb 01, 2025
5
Save Fuel And Oxygen For Future
It is very good car to stop pollution and fuel. It is a good step towards our future. We should take this opportunity to save our money,fuel and oxygen for our future generations.
1",
hyundai,creta-ev,"N
Nitin Narvariya On Jan 29, 2025
4
Creata Ev Has Feature
It okay but pricing is little high due to indian people and this range already provided by many other brands with low price i think cost cutting krni chiye thi
3
2",
hyundai,creta-ev,"A
Aarjav On Jan 27, 2025
4.8
Best 5 Seater SUV
I have always been impressed with creta, it has been the segment leader since the initial days it was launched and always caught my eye. The feautures and styling of the electric one are quite impressive and attractive. The mileage also seems to be quite satisfying, over it is a good car and satisfactory for family upto 4 members. As in the back 3 ...Read More
1
2",
hyundai,creta-ev,"D
Deepak On Jan 19, 2025
4.8
Very Nice Looking Great
Very nice looking great I am trying to purchase this that's is a ultimate car I have now petrol & again purchase electric fabulous car interior design looking
2
2",
hyundai,creta-ev,"A
Ashwin On Jan 13, 2025
4.8
New Age Electric Creta
I have been a Creta fan for years, having previously owned the 1st gen. The electric version took my excitement to the next level. With an impressive range of 473 km and fast charging from 20 to 80 percent in under an hour, it is perfect for long drives and daily commutes. The sleek EV-specific grille and those aerodynamic wheels give it such a fut...Read More
4
2",
hyundai,creta-ev,"S
Santhanam On Jan 13, 2025
4.8
Super Excite For EV Creta
I am super interested in the new Creta Electric. The dual 10.25-inch screens and panoramic sunroof looks like an luxurious upgrade for an EV in this segment. Starting at Rs 17 lakh, it feels like a steal deal for all the features and tech it offers. Hyundai might just have a game-changer here.
3
3",
hyundai,ioniq-5,"B
Bhujanga Bhargav G Shet On Jan 08, 2025
4.8
This Is A More Comfortable Car Nowadays.
This is a more comfortable car that I have experienced , It is the only car which give more range under 50 lakhs. I seems Hyundai is making good and efficient cars till now.",
hyundai,ioniq-5,"S
Shantanu On Nov 13, 2024
4
A Revolutionary EV
The Hyundai Ioniq 5 is a fantastic ev with a futuristic design and top notch performance. The simple and minimalistic interiors are spacious and filled with latest tech, connected dual touchscreen for infotainment and driver information. The ride quality is smooth and silent and has an effective driving range of about 400 km on a single charge. The...Read More",
hyundai,ioniq-5,"A
Ankit Jain On Nov 01, 2024
5
Just An Exceptionally Well Built Car
Just an exceptionally well built car inside and out. Standout exterior design that attracts attention. Very spacious and fresh interior designs as well. A car straight from the future. Gives a range of ~450km reliably in all conditions.",
hyundai,ioniq-5,"R
Raais On Oct 25, 2024
4.5
Good Look And The Premium Design
Super and fantastic looks black is best.fanstatic executive and says that best for a reason drive a car no lt a cartoon.say tata to car drive something good and better",
hyundai,ioniq-5,"A
Anand Kumar On Oct 23, 2024
5
The Future Is Here
Hyundai Ioniq 5 is a futuristic looking comfortable SUV. It is spacious, fun to drivng, tech loaded. I never thought than an EV could be so much fun. My driving cost has significantly gone down after the Ioniq 5, I mostly charge it home only.",
hyundai,ioniq-5,"A
Anna On Oct 16, 2024
4.2
Futuristic Ioniq 5
We recently got home the Hyundai Ioniq 5 and completely 2500 km in just 45 days. This is by far the best looking car I have ever owned. The interiors are luxurious but bit scared for the white leatherette. You will never feel any lack of power. The insulation in the cabin is amazing, it is so silent. It gets a good driving range of 500+ km in the c...Read More",
hyundai,ioniq-5,"A
Anupam On Oct 07, 2024
4.2
Futuristic Looks Of IONIQ 5
The Hyundai Ioniq 5 looks beautiful and futuristic. I have done almost 15000km, with an efficiency of 5.5km/KWh which makes the car quite economical. The actual driving range varies between 400 to 480 km on a single charge and can drop down to 350ish on highway. The only issue I have face is with the The Bluelink app, apart from that it is a beauti...Read More",
hyundai,ioniq-5,"S
Shishimano On Sep 27, 2024
4.2
A Great EV
The EV was a dream to drive! Smooth acceleration, quiet operation, and a satisfying range. It's the future of transportation. Any Other ev in this price range isn't worth it.",
hyundai,ioniq-5,"J
John On Jun 25, 2024
4.2
Future Forward With Hyundai Ioniq 5
For me, the Hyundai Ioniq 5 has been somewhat surprising. My way of life in Bangalore, a tech savvy city, calls for this electric car. The forward design and cutting edge technologies make every drive an experience. One great benefit of the strong electric motor is its amazing range, rapid charging is another. The Ioniq 5 distinguishes itself with ...Read More",
hyundai,ioniq-5,"B
Basant On Jun 21, 2024
4
Low Visibility But Futuristic Car
This Hyundai looks like a proper car from the future and its interior is highly futuristic and all the things are really beautiful in this car. The performance is really great and even in the ecomode the performance is really nice and the ride quality is nice with good suspension setup but the ground clearance is low and the heavy battery pack and ...Read More",
hyundai,ioniq-5,"D
Deepak On Jun 19, 2024
4
Very Attractive Electric Car
Well its a winner because it look sharp, has new age and practical interior, it drives well, great real world range with attractive price point. It is a great city car but in handling it does not impress the drivers and the steering does not feel natural. Front and rear seats are nice and the interior is just fantastic but the second row could be m...Read More",
hyundai,ioniq-5,"H
Heena On Jun 15, 2024
4.5
Hyundai Ioniq 5 Is A Do It All
Our family's travel experiences have been completely transformed by the Hyundai Ioniq 5, which we purchased from a Hyundai showroom in Gurgaon. Its futuristic design and tech friendly interior were the highlights of our trip to Shimla. With a roomy cabin that can accommodate five people, the comfort is unmatched. The only downfall is the price, whi...Read More",
hyundai,ioniq-5,"P
Pralhad On Jun 11, 2024
4
The Hyundai Ioniq 5 Futuristic And Eco Friendly.
Hyundai?s Ioniq 5 is one of the best electric automobiles currently on the market. The engine is quite and powerful, ensuring that it is as efficient as possible in its performance. On the inside the vehicle is large and equipped with cutting edge technology and features. The exterior design is sleek and stylish in a futuristic sense. Safety aspect...Read More",
hyundai,ioniq-5,"S
Sumathi On Jun 07, 2024
4
Electric Vehicle Surpassing All Its Peers
If anyone here is looking for an EV that is highly value for money then the Hyundai Ioniq 5 should be your choice. This car can easily travel to a range of 631 km with a full charge of 7 hours of AC power supply. Also it offers a boot space of 584 litreas whichi is highly useful in terms of luggage carrying.",
hyundai,ioniq-5,"G
Gunjan On May 31, 2024
4
Most Powerful And Beautiful Looking Car
It is an expensive car because it is a most powerful and fastest car and the power and punch in this car is just outstanding. When compare to Kia EV6, it is more worth buying, with the brillant driving range of 550 km on a single charge, it is perfect for road trips. It gives an amazing driving experience with smooth ride quality and the design of ...Read More",
hyundai,ioniq-5,"T
Tcq Texport On May 28, 2024
4
Impressive Hyundai Ioniq 5
It is been a fun to drive this car. The electric motor gives it a nice acceleration. Coming to the driving range, I can drive over 550 km on a single charge, which is plenty for trips. The boxy design with the cool running lights. The inside is super roomy, with plenty of legroom and headroom for everyone. Because it is electric, the cabin is reall...Read More",
hyundai,ioniq-5,"S
Sumitabha On May 23, 2024
4
good car
The Hyundai Ioniq 5 is a futuritic electric SUV. The design looks fresh and sleek. With the premium price tag of 49 lakhs, it is loaded with features and tech to justify it. The Ioniq5 has an impressive driving range of 630 km on a single charge. But, the only bad thing is that the ride­ is a little rough on bumpy roads. Still, the Hyundai Ioniq 5 ...Read More",
hyundai,ioniq-5,"N
Naveen On May 20, 2024
4
Hyundai Ioniq 5 Is The Future Of Mobility
I decided to go on a trip in the Hyundai Ioniq 5, focusing on the design and technology of cars in the future. Its roomy interior and futuristic exterior design provide a window into the future, while its electric drive motors offers remarkable efficiency and performance. Range concern is eliminated with an approximate 590 kilometer range on a sing...Read More",
hyundai,ioniq-5,"S
Soumyajit On May 10, 2024
4
IONIQ 5 Is The Best EV Under 50 Lakhs
I purchased the Hyundai Ioniq 5 few months back in Ludhiana. It was a festive start to a futuristic journey. Actually, my father-in-law suggested me for this model, and really, this is made for me. This car is a tech marvel, with features that are innovative and user-friendly. It has impressive driving range of 550 km, and the fast charging is a ga...Read More",
hyundai,ioniq-5,"V
Vaibhav On May 03, 2024
3.8
IONIQ 5 Revolutionising The EV Segment
I recently bought the Hyundai IONIQ 5, attracted by its futuristic design and promising specifications. The interior are minimalistic yet appealing and equipped with necessary driver assist features. It has an impressive driving range of about 500 km on a single full charge, which is perfect for my daily needs and occasional long drives. The Ioniq ...Read More",
hyundai,ioniq-5,"R
Rahul On Mar 05, 2024
4.5
Nice Car
The overall specifications are impressive, and the pricing reflects the high-quality features. The aesthetic appeal is equally noteworthy, making it a compelling choice.",
hyundai,ioniq-5,"A
Arvind On Feb 01, 2024
3.7
Futuristic And Stunning Electric SUV
Hyundai Ioniq 5 is an all-electric SUV with a futuristic design, spacious and comfortable cabin space, as well as outstanding performance and awesome ride quality. The 72.6kWh battery pack is capable of fast charging with a company-claimed range of 631 km on a single charge. The Ioniq 5 is designed to have a top speed of 185kmph and cabin features ...Read More",
hyundai,ioniq-5,"S
Satyajit On Jan 31, 2024
4.5
Hyundai Ioniq 5 A Electric Futurism
Hyundai Ioniq 5 represents the electric futurism, that combines a bathtub like design and impressive efficiency of an EV in its segment. The Ioniq 5 is a representation of Hyundai innovation in its design, interior space and advanced electric technology which makes it not just very comfortable but also sustainable. The electric motor provides a sil...Read More",
hyundai,ioniq-5,"V
Vamsi On Jan 31, 2024
3.7
Hyundai Ioniq 5 Futuristic Electric Revolution
The Hyundai Ioniq 5 represents a futuristic electric revolution, reconsidering the automotive geography with its avant garde project and slice bite electric technology. With its bold aesthetics, long range capabilities, and improved features, the Ioniq 5 is a corroboration to Hyundai's devotion to pushing the boundaries of electric mobility. This e...Read More",
hyundai,ioniq-5,"N
Nikita On Jan 25, 2024
4
Futuristic Elegance Car
The Hyundai Ioniq 5 is a new electric car that combines cool design with eco-friendly driving. This smooth and modern model has a large, simple inner part that changes our idea of electric travel. The Ioniq 5 is equipped with slice-edge technology. It charges quickly and has an emotional electric range, giving a trouble-free drive while also being ...Read More",
hyundai,ioniq-5,"J
Jaidev On Jan 24, 2024
4.2
Futuristic Innovation, Electric Driving Redefined
As a happy Owner of the Hyundai Ioniq 5, I am invariably astounded at how acceptably it blends acceptable comfort,  eco-friendliness, and modern Expression. The Ioniq 5's special Design and futuristic expression drew me in incontinently, and its ample innards, extended range, and point-rich packaging further strengthened my love for it. During a re...Read More",
hyundai,ioniq-5,"S
Shweta Raina On Jan 23, 2024
4
Hyundai Ioniq 5 Futuristic Motion
The Hyundai Ioniq 5, with its electric dominions and stark Expression and appearance, is an electric revolution that has earned my thorough recommendation. With its slice-bite technology and futuristic appearance, the electric super fully transforms the supermotive geography. Hyundai's devotion to invention is shown off by the roomy and technologic...Read More",
hyundai,ioniq-5,"P
Pushkar On Jan 22, 2024
4
Unique As It Is IONIQ
In my experience, the Hyundai Ioniq 5 is an excellent and comfortable car. I have had this vehicle for four months and I admire the entire operation, but due to my responsibility, I feel that the service is not up to par. Stunning looks and comfortable interior. The engine is powerful and also runs quite quietly. Overall it is a beautiful and amazi...Read More",
hyundai,ioniq-5,"M
M Anil On Jan 19, 2024
4.5
Hyundai Ioniq 5 Future Forward Driving Experience
As the happy proprietor of a Hyundai Ioniq 5, I'm blown down by how acceptably it mixeseco friendliness, acceptable comfort, and modern Expression. Right first, I was colluded to the Ioniq 5's unusual Design and futuristic Expression, and my fondness for it was corroborated by its commodious innards, extended range, and point rich packaging. On a r...Read More",
hyundai,ioniq-5,"S
Shalin On Jan 17, 2024
3.8
Delightful Drive With The Hyundai Ioniq 5
As a proud owner of a Hyundai Ioniq 5, let me tell you that I am indeed grateful for this energetic and practical electric ride. Each journey is reliably smooth due to the exceptional performance of the electric powertrain. The overall range is impressive, I have achieved over 250 miles on a single charge several times which is more than sufficient...Read More",
mahindra,be-6,"S
Srk Mirza On May 15, 2025
4.7
Stunning Choice.
The mahindra be 6e is worth it . I looked about its features and its absolutely stunning designs , its interior and exterior are like next level good looking. The road presence of this car is  mind blowing and the black colour of this car is stunning . Its airbags, seats, alloy wheels, and its futuristic design are just perfect",
mahindra,be-6,"A
Ananta On May 05, 2025
5
Mind-blowing
I recently had the chance to experience this eSUV, and I must say it truly stands out! From the first glance, the look and design are eye-catching and modern. It has a bold, premium appearance that gives it a strong road presence. Boot space is another highlight. Its incredibly spacious and practical, easily accommodating luggage for a family trip ...Read More",
mahindra,be-6,"S
Satya On Apr 29, 2025
5
Very Good Ev Car
Verry nice comfortable car ride with long drive Set is verry comfort so many features include this ev car mahindra is finally lunch this car is india market . Good interior and excellent in handling .The car serves our prapose.... Overall Product proposition is fantastic of lot of money Overall ok the power is good and design very good.",
mahindra,be-6,"R
Raju Kumar Gupta On Apr 26, 2025
5
Value For Money Car
MY FAVOURITE CAR I AM PURCHASING THIS CAR GOOD EXPERIENCE value for money this car mahindra Be 6 i am just watching this ad and I am fan this car and car look very good like buggati please purchase this car everyone this car very good and millege very good I am big fan this car and this car Mahindra be6 owner.",
mahindra,be-6,"M
Md Parveez On Apr 26, 2025
5
More Safest And More Efficiently
I went with my friend about 286 km it's just at no cost and interior is awesome i recommend to buy this ev if it's possible to them who invest like 20. To 25 lakh and forget. All other expenses. Even u can save your time aswell to keep your vehicle in charge and enjoy your food it's taken few minutes to be charged over all its very nice product tha...Read More",
mahindra,be-6,"A
Ayush Raj On Apr 21, 2025
5
Future Generations Car With A Brand Name Mahindra
Best car for future generations . This will overcome the market because of their features look and pricing and also the brand mahindra this is best car for future. As the market demanding new look best features in car this will make craze in the market. Best wishes to mahindra be for their super idea of cars",
mahindra,be-6,"A
Abdul Khader On Apr 18, 2025
4.5
Best Car For This Price
Best car for this price range. Global standard. Stylish. Mahindra really did a good job making this car in a dedicated platform developed for ev's. It's just awesome. Best car for this price range. Global standard. Stylish. Mahindra really did a good job making this car in a dedicated platform developed for ev's. It's just awesome.
2
1",
mahindra,be-6,"H
Hariom Kumar On Apr 17, 2025
4.5
Mahindra Lover
Driving is very soft. Looking great and featured are wonderful.i love it. Battery capacity is large.this car is very latest look. Mahindra company giving new revolution at world in looking pollution. That is really great thinking. I salute great ratan Tata. They are not man , they are god in India. Love",
mahindra,be-6,"P
Paramjeet Singh On Apr 16, 2025
4.3
My Favorite Car Till Now
I've been following Mahindra's Born Electric series for a while, and when I saw the BE.06 concept evolve into a production-ready model, I was genuinely impressed. Now that I got to experience the vehicle first-hand (test drove it recently), here's my take: First off, the BE.06 is a head-turner. Mahindra really stepped up the design game here. The a...Read More",
mahindra,be-6,"A
Aaradhya Jain On Apr 15, 2025
4.3
Electric Beast
Best in the ev segment cars not only because of it?s beautiful look in aspects of it?s power, comfort and it?s range we?ll not forgot to talk about it?s large panoramic sunroof and have different modes like everyday mode race mode and comfortable mode it?s wide tyres give more grip and less body roll be 6 is best for long rides and best family car",
mahindra,be-6,"S
Shihas On Apr 15, 2025
5
BE6 GREAT EV
One of best machine introduced by an indian brand be6 with lots of features with attractive price point this is the future of indian automotive we are also exited for more creations from indian brands BE6 is a vehicle with unique sporty look and its road prescence is amazing.the main attraction isthat the speakers given inthe car.",
mahindra,be-6,"S
Sridhar On Apr 12, 2025
5
The Best Electric Suv In India
Awesome suv with luxury features. Best car to buy in 30 lakh segment. It's absolutely beast in on road performance. Interiors will make you fall in love with this car. Rear seat bit cramped but still it's suitable for the families, long drive. Overall it's great electric suv I have ever experienced! Kudos to the mahindra team!",
mahindra,be-6,"S
Sambidh On Apr 12, 2025
5
M&M Chocolate
This car like M&M chocolates. What a amazing looks from outside and inside.Anand Sir makes our nation pride.I like this car very much. No doubt it is a best segment from Mahindra. Its feel like a sporty.I am so happy after test drive. It is the best taste and leave the other rest. Overall satisfied.",
mahindra,be-6,"A
Aman On Apr 11, 2025
5
Based On Own Experience On MAHINDRA BE 6 Car
Mahindra BE 6 is a futuristic electric SUV with bold design, powerful performance, and a tech -rich interior. It offers smooth, silent drives, great range, and smart features- perfect for city rides and beyond. A true symbol of innovation and style in the EV world. BE 6 is not just a car it?s future",
mahindra,be-6,"P
Prem Sharma On Apr 02, 2025
4.7
Mahindra BE 6e Performance, Safety, Features, Etc
The Mahindra BE 6e is a Stylish and powerful electric car it offers a blend of performance, technology and features. It claims a range of 682 km and 20 minutes fast charging capability. It also have a 5 star safety ratings for both adults amd child occupant protection. The BE 6e have outstanding audio system",
mahindra,be-6,"J
Jay Gandhi On Mar 31, 2025
5
In A SUV Ev Segment
In In a SUV segment in electric BE 6 is one of the outstanding performance car with aerodynamic looks and a stylish interior and exterior from the day of the launch it have a craze in a public to have a car like this I?m surely planning Buying a car within a year after seeing the features and all it?s a best car ever for me",
mahindra,be-6,"Y
Yo Yo On Mar 30, 2025
5
Mast Car Hai Car Nhi Jaan Hai I Love Be6
Yeh car to mera aur mere pure family ka dil jet liya is gadi main to alag he swage feel hota hai yaar mere pass tata ev Tiago tha wo v alag he experience tha but yeh gadi jab se liya hai muje alag he feel hota hai mere traf se to 5 star hai is gadi ko full paisa wasul hai yeh gadi alag he pechan mila muje is gadi se",
mahindra,be-6,"J
Jai Kishan On Mar 29, 2025
5
Comfort Ek Number Transmission Is Good
Range performance good,  good car look, good features transmission power all good car Mahindra excellent good lady lights good seating comfort good features wheel balancing gripping tying breaking adas excellent vibrating star vibration no sounding charging capacity charger excellent good condition good look",
mahindra,be-6,"B
Bishnu On Mar 29, 2025
5
Must Have This Electric Car For Every Home
Most comfort , safe and futuristic electric car. Lighting ,battey power , comfort safety, power is amazing. When I drive it firstly it was beyond my imagination you will feel you are in heaven steaeing wheel is sooooo smooth and stylish well control in speed and turns. I think if you want to buy a car this must be your first choice
2
1",
mahindra,be-6,"G
Gaurav On Mar 26, 2025
4.8
An Exceptional Electric Vehicle
An exceptional electric vehicle that blends cutting edge technology, elegance, and remarkable performance is the mahindra be6. This new electric suv from mahindra offers a unique combination of comfort, safety and stylish design, making it a desirable choice for anyone seeking an environmentally friendly car. It also has a futuristic appearance
1",
mahindra,be-6,"N
Nadim Khan On Mar 22, 2025
4.7
LOVE AT FIRST SIGHT
Simply spellbound on first sight of the car Love at first sight . How mahindra is going ahead with the technology and design of their cars, seriously as an Indian it feels sooooo good. But, i just hope someday i will be able to own these beauties. I want to have them parked in front of my home and stare all day. I don't know i may get a chance to e...Read More",
mahindra,be-6,"A
Ali Hasan On Mar 18, 2025
5
Mind-blowing
Best electric car in this segment at indian market... You will be satisfied after purchasing this car... I recommend to buy this car and enjoy your journey with high .",
mahindra,be-6,"R
Ravi Koduru On Mar 17, 2025
5
I Had A Long Test
I had a long test drive of the BE6 , I was very happy with the drive and safety precious of the car , the side view camera was really good",
mahindra,be-6,"V
Vivek Seth On Mar 16, 2025
5
Mhindra Be6
Good car loving it.. never seen such beautiful car with so many features and awsome driving experience. Now its time to booked it and buy.",
mahindra,be-6,"D
Dhana On Mar 15, 2025
5
Bombastic
Very good car in the price range and the car is good performer on the well road and muddy roads, looks like very stylish and classy like desi Lamborghini 💪🏻",
mahindra,be-6,"T
Tushar Raiyani On Mar 14, 2025
5
EV Car Ho To Esi
Osm car looking good and comfortable Driving experience is vary smooth one of the best EV car I have ever seen And rate is also very good Range is so long.",
mahindra,be-6,"G
Gaurav On Mar 12, 2025
5
Mahindra Suv
The mahindra be 6 is best suv under 20 lakh with a futuriatic design advanced features with strong package and performance it is worth to buy as a family car",
mahindra,be-6,"K
Kunal Arya On Mar 12, 2025
4.3
Bold And Futuristic
Futuristic and most amazing look Great body design Aesthetics look of vehicle makes my mind crazy The light setup of vehicle and awesome range with insane range makes It a jaw dropper",
mahindra,be-6,"V
Vs E On Mar 11, 2025
2.8
Overall Mahindra Experience
Car price is very high at the price what features you are getting only pack 3 makes sense to buy which itself is expensive and back visibility is very low of this coupe design",
mahindra,be-6,"R
Radhe On Mar 11, 2025
4.7
New Era Of Mahindra
I have driven so many cars of multiple manufacturers but it is a totally different experience driving an ev and that too of Mahindra be6, loving and enjoying it. Go for it.",
mahindra,xev-9e,"T
Tarun On Apr 29, 2025
4.5
Future Ready EV That Blends Comfort
The Mahindra XEV 9e is a bold step into future of electric mobility by an indian automaker that truly understand local needs. I've been using the XEV 9e for the past few weeks, and i must say it delivers a balanced package of performance, range, and comfort. The instant torque make city driving smooth.",
mahindra,xev-9e,"P
Pushki On Apr 15, 2025
5
Best Ev In Segment
Best car having all the features and performance, best sound system and best acceleration too , very good seating comfort very good seating quality and entertainment package is best at a price point, good to buy top model as it's very luxurious and fun to drive and battery issue is solve by giving lifetime warranty",
mahindra,xev-9e,"Y
Yogesh Kumar On Apr 13, 2025
5
Wow Excellent Car
Very amazing vehicle this time top of the car and the car of the year. The car look like very much perfect for genius people. This car is very smooth color and effectiveness for other peoples. Very comfortable car. This car is very efficiency car. Very much more safety rating car and comfort car for peoples.",
mahindra,xev-9e,"N
Nirmalya Prasad Sahoo On Apr 13, 2025
5
Mahindra Xev 9e Is A Best Ev In The Market
It is a very comfortable and very budget friendly car in this price range. The car is also good battery health . The millage of car is better. The main good feature is auto parking in this ev car ,which can provide in the high budget car. The look of the car is awesome than the other car. You can also go for this.",
mahindra,xev-9e,"S
Sayyed Sabir On Apr 06, 2025
4.7
9e Is Better Than Be6
Overall good in class. I used this car form last two weeks. Battery backup is good. But main thing is look. So gorgeous. And if you drive this in your city everyone just look at you. Even expensive cars also looks cheap in front of this beast. My experience is very good with Mahindra XEV 9e. I also recommend you buy this over be6.",
mahindra,xev-9e,"D
Deepanshu Bhardwaj On Mar 27, 2025
4.7
Great Car With Great Price And Comfortability
It is a great car which is inspired by tesla with auto parking and great comfortable seats which are just amazing at great price I'm just in love with this car and the car back look just amazing and the design of the car is just unbelievable with a great mileage and great price just loving this car.",
mahindra,xev-9e,"K
Kamran Meer On Mar 27, 2025
4.2
Eco Friendly Is New Concept In India
New mahindra xev 9e is i think one of the best concept from new cars, Also eco friendly which is most important thing in today?s generation , Because we f the pollution and if government reduces prices through taxation it will become more efficient to reduce emissions than the rest and the economy..
1",
mahindra,xev-9e,"M
Maulik Samani On Mar 03, 2025
4.7
Xev 9e From Ms
Very good in comfort and also good looking car i have ever seen in indian market good job done by mahindra team....keep it up also in this price range u got all u want",
mahindra,xev-9e,"V
Vivek Maurya On Mar 02, 2025
5
Amazing XEV 9E
A new era of electric SUVs. Built on the innovative INGLO platform, the XEV 9e delivers a spacious interior, advanced technology, and a powerful electric drive. Key Amazing I have no words
1",
mahindra,xev-9e,"R
Rohan Sisodiya On Feb 27, 2025
4
Loved This Car
Nice Car comfortable look is very good overall experience was very good dealer ship was also very nice average of this car is also very amazing pickup of this car also great.",
mahindra,xev-9e,"S
Sk Jain On Feb 18, 2025
5
Hey Guys This Is Shranik I Loved To Be A Family With Mahindra
This is shranik i have booked xev 9e is marvelous in comfort & futurestic big & bold and what say more I don't have words to explain thanks to mr.anand Mahindra",
mahindra,xev-9e,"J
Jatin Choudhary On Feb 17, 2025
4.2
Perfect Review
Good car overall have good features but safety is not up to the mark not have much air bags and the stereo sound syatem also doest works well with the beates
1",
mahindra,xev-9e,"L
Lavi On Feb 16, 2025
4.3
Xev 9e......very Amazing Car
Look wise very amazing , feature wise very amazig fo for it...looks like a dream car .nice launching by mahindra , everyone should go and plan to take this car",
mahindra,xev-9e,"M
Md Kamranul Haque On Feb 14, 2025
4.8
Super Car.
Excellent car . It's look, cut and shape like a super car.. too too good car. Very futuristic and dynamic shape. Sun roof is also wide and mahindra mono gram is also masttttt.",
mahindra,xev-9e,"K
Kartik On Feb 14, 2025
5
Best Electric Car
Best electric car ever seen in this pricing with 282 bhp.its just like rocket 🚀 with also a good range of 656 km there is no problem in this car at all for range",
mahindra,xev-9e,"U
User On Feb 13, 2025
5
The New Love
Really the car is amazing. My uncle is very happy with this. The safety, the look really amazing. The comfort the features of the car is next level, I love this",
mahindra,xev-9e,"R
Ramachandra On Feb 10, 2025
5
Jai Ho Mahindra, Win Indians Heart.
Mahindra XEV 9E is Confident, powerful, Safety Electric car. premium design. Proud feel that Mahindra compny proved #MakeInIndia concept. Unbelievable, very exited to drive to feel like rich man. ??",
mahindra,xev-9e,"R
Ravi On Feb 05, 2025
5
Very Tech Ev Car
I feel this car is further car have lot of technology with lot of options. I am looking forward to buy this. Hope gives range min 500+km on road. And expecting less maintenance.",
mahindra,xev-9e,"M
Mukund Sulli On Feb 03, 2025
4.7
Looks Good
Looks like sporty and its performance like a car that touches our emotions. No one car can beat the performance of zMahindra XEV9.And build quality is far better than other EVs",
mahindra,xev-9e,"S
Suryansh Tripathi On Feb 01, 2025
5
The Car Having Futuristic Features.
This Car Is So Fascinated And Having Best Features Like Futuristic. Its Really A Mind-Blowing ! Car. Its Auto Parking Is Most Capable Feature I Never Feels So. As A Opinion Most Preferred To Buy It.",
mahindra,xev-9e,"P
Prakash On Jan 30, 2025
4.7
Awesomecar
The car is so luxurious and comefortable in only 22 lakhs of base varient and 59 kwh battery so shoking and awesome car in this price range ok",
mahindra,xev-9e,"A
Abhi Jain On Jan 28, 2025
4.8
Review On Mahindra Xev 9e
Best Indian ev car to buy with almost all modern features and incomparable performance better to choose over others and a Indian brand so no doubts on safety and mahindra is the best Aleeady",
mahindra,xev-9e,"A
Ankur Kedia On Jan 26, 2025
4.7
Benchmark For The Next Gen Of Indian Cars
Had the test drive and it clearly is leaps and bounds ahead of any exisiting car in the Indian market. It will set a new benchmark for the coming generation of cars. Clearly it has left all other car maker brands in a soup.",
mahindra,xev-9e,"K
Kiran Naik On Jan 24, 2025
5
Mahindra XEV9e A Out Of The World Drive Experience
I test drove this car, another feather in the cap of Mahindra's Make in India initiatives. The drive was awesome, very smooth, good road handling capabilities and space. The steering wheel was very sporty and easy to handle with options to suit your driving habits. The Pack 3 has some out of the world features, very unique and first time seen, coll...Read More
1",
mahindra,xev-9e,"A
Aditya Singh On Jan 20, 2025
4.7
Best For Range And Price
Very good car must buy It comes with sunroof and 210 kw battery which give around 600 kilo meter of range and the interior is very comfortable and stylish for 30 lakhs
1",
mahindra,xev-9e,"S
Suryanshu Bhardwaj On Jan 09, 2025
5
I Am Glad That I Chose Mahindra.
I am glad that I chose Mahindra our own Indian Brand other than the foreign cars. The car is just so perfect, So classy and Super cool designed. It's like a car came to real life from video games, Future or dreams.",
mahindra,xev-9e,"R
Rajesh Suryaji Narvekar On Jan 06, 2025
5
Verry Nice
Veri ompriciv car in indiaan condition verry good looking like dreem wander car for us I want to bi this car withen lonch the car I love this car verry much
1",
mahindra,xev-9e,"R
Rahul On Dec 31, 2024
5
I Had The Opportunity To
I had the opportunity to experience the Mahindra XEV 9e, and I was amazed by its sleek design and impressive performance. The battery range is excellent, and the eco-friendly nature makes it a perfect choice for modern buyers. Overall, it?s a great electric vehicle for those looking to transition to sustainable driving",
mahindra,xev-9e,"B
Bijendra On Dec 26, 2024
5
It's A Great Car
It's not a car it's a emotion....great look and feels like a luxury cars ?? This car is very powerful ... you all please buy it, thank you so much
2",
