brand,model_slug,rating,text
HERO ELECTRIC,optima,4.8,"Impressive service and a commendable staff at Hero Optima. It stands out as the best two-wheeler. I've been using it for the past year. Thank you, Hero, for a great experience."
HERO ELECTRIC,optima,1.8,"I bought the Hero Electric Optima for my business a year ago, spending Rs. 78,000. Unfortunately, the battery failed after four months, still under warranty. The company's delayed."
HERO ELECTRIC,optima,5.0,I've had an amazing experience using a battery with the best backup and minimal maintenance costs. It has truly been a great investment for me.
HERO ELECTRIC,optima,4.0,"Delivering an overall comfortable driving experience, this vehicle stands out for its cost-effective mileage and attractive color options. While a single battery may have its."
HERO ELECTRIC,optima,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
HERO ELECTRIC,optima,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
HERO ELECTRIC,optima,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
HERO ELECTRIC,optima,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
HERO ELECTRIC,optima,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
HERO ELECTRIC,optima,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
HERO ELECTRIC,optima,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
HERO ELECTRIC,optima,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
HERO ELECTRIC,optima,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
HERO ELECTRIC,optima,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
HERO ELECTRIC,flash,4.2,Good for daily commute in city within the range of 50 km . Also good charging time for scooter. I have std varient with limited numbers of features but on top model tou get most.
HERO ELECTRIC,flash,3.7,It is comfortable for the lower class for purchasing a bike.it is very easy to purchase any lower class family
HERO ELECTRIC,flash,5.0,Hero electric 2 wheeler is Good one to buy. Nice one to go for economy vehicle Options. Worth to opt for it
HERO ELECTRIC,flash,5.0,"Gud bikes and prices with bike, good service, and yours customer care system is best every problem solve here bike dekho"
HERO ELECTRIC,flash,4.8,"Very good. Peisa ki bachat, per month petrol ki peisa mai scooty aa gaya . Isse acchcha Or keya ho sakta hai"
HERO ELECTRIC,flash,5.0,"The Hero Electric Flash stands out for its impressive features, combining outstanding safety measures with an extended range. It not only ensures a secure ride but also offers."
HERO ELECTRIC,flash,4.0,"The Hero Electric Flash is a featherlight, important Town fireball that gives druggies access to an electric scooter that's both nimble and useful. Its featherlight construction."
HERO ELECTRIC,flash,4.0,"As a usеr of thе Hеro Elеctric Flash, I've found it to be a rеliablе and nimblе city ridе. Its compact dеsign makеs manеuvеring through urban strееts еffortlеss,."
HERO ELECTRIC,flash,3.0,"The Hero Electric Flash is an accessible and environmentally responsible mode of transportation for megacity residers, epitomizing fragile scale effectiveness and hassle-free."
HERO ELECTRIC,flash,4.0,"The Hero electric motor Flash combines effectiveness and quickness. This electric motor scooter provides a quick and effective lift for civic speedsters. For regular commuting,."
HERO ELECTRIC,flash,4.0,"The bike is very comfortable and affordable, making it easy to ride. I'm happy with it, and its performance is excellent. I love it!"
HERO ELECTRIC,flash,4.0,The Hero electric motor Flash combines velocity with effectiveness. Civic speedsters may enjoy a quick and operative assist on this electric motor scooter. Its dégagé and.
HERO ELECTRIC,flash,4.0,Value for money as compared with the segment rivals Hero Electric Flash is an electric scooter with decent build quality. It has a good design and gives good comfort. It provides.
HERO ELECTRIC,flash,4.0,"The top speed of the Flash's electric motor is 25 km/h. The broad headlamp on the front apron dominates the front from a design perspective, and the indicators are integrated into."
HERO ELECTRIC,flash,4.0,"A very decent and normal-looking electric scooter which I liked. The ground clearance is good, kerb weight is 87kg which feels light. But, again there is a huge expectation from."
HERO ELECTRIC,flash,4.0,I used my friend's electric scooter. It was amazing. No requirement only charging required. And it almost runs like a petrol scooter. No noise very comfortable.
HERO ELECTRIC,flash,5.0,The Flash is Hero Electric's most cheap model in the market. Anyone may ride it with ease in the limits of the city because to its featherweight 66kg design and excellent.
HERO ELECTRIC,flash,3.0,"The body's construction, switches, horns, and lighting. Lowered battery case, frequent collisions with potholes, no other place to get spare parts other than service centers."
HERO ELECTRIC,flash,4.0,Hero Electric Flash promises to improve the convenience of short-distance travel. Its Li-ion battery allows it to reach a top speed of approximately 25 kmph. The charging duration.
HERO ELECTRIC,flash,4.0,A 250 W motor gives the Hero Electric Eddy's electric bike a range of 85 kilometres and a top speed of 25 kilometres per hour. It takes 4-5 hours to fully charge.
HERO ELECTRIC,flash,4.0,"Hero Electric Flash, a new model from Hero Electric, is available in the low-speed version. It is a compact type that powers its motor using a lithium-ion battery. This model's."
HERO ELECTRIC,flash,3.0,"Hero Electric Flash is powered by a battery, it needs to be lightweight to cover longer distances, or else it cannot travel long distances as the owner fears running out of."
HERO ELECTRIC,flash,5.0,Flash LX's portable battery makes charging quick and simple. Simply remove the battery to recharge it while relaxing at your home or workplace. Though the max speed is 25/km per.
HERO ELECTRIC,flash,4.0,"It's very light, easy to handle, and looks attractive. Its have well boot space also the headlight is very powerful."
HERO ELECTRIC,flash,5.0,"It's a very nice, Good product and the best. We can go anywhere silently and the pickup is very strong."
HERO ELECTRIC,flash,3.0,"excellent stability, smooth riding, one good local mechanic is enough, electric bike knowledge must for touching hub wheel rest everything is cool about this bike , peaceful."
HERO ELECTRIC,flash,3.0,Very nice bike and its mileage are very competitive than another battery bike. Good looking and its battery are also good.
HERO ELECTRIC,flash,1.0,"After purchase, the shop got closed and now all the services are pending. Company is also not responding to my emails and phone number is not working. Looks like they cheated."
HERO ELECTRIC,flash,1.0,"In HERO ELECTRIC all items are very low grade. e.g. The body material, switches, horns, bulbs. lowered battery case, the vehicle often collides with road bumps, spares cannot be."
HERO ELECTRIC,flash,5.0,"This is very good in color and mileage, Price is very good scooter. Scooter's mileage is Very good."
HERO ELECTRIC,flash,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
HERO ELECTRIC,flash,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
HERO ELECTRIC,flash,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
HERO ELECTRIC,flash,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
HERO ELECTRIC,flash,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
HERO ELECTRIC,flash,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
HERO ELECTRIC,flash,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
HERO ELECTRIC,flash,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
HERO ELECTRIC,flash,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
HERO ELECTRIC,flash,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
HERO ELECTRIC,atria,5.0,"It is so good electric scooter, it's looking is also good .it satisfies my wife daily vehicle need. She has become more independent by getting this scooter.our whole family is."
HERO ELECTRIC,atria,4.3,Good electric scooty in this range I am so happy see this all scopes I say everything but this scooty
HERO ELECTRIC,atria,4.7,Best scooter on this price and best proformas it looks like a very good and handling is very smoothly work
HERO ELECTRIC,atria,5.0,"Riding this scooter has been the best experience ever. It's undoubtedly the finest choice for on-road journeys. Its features are exceptional, and its overall appearance is."
HERO ELECTRIC,atria,4.0,"With its sumptuous and point- rich electric scooter, the Hero Electric Atria elevates electric commuting to a new position for riders. Its fine performance style, which is."
HERO ELECTRIC,atria,4.0,Thе Hеro Elеctric Atria еmеrgеs as a stylish and еfficiеnt urban commuting companion. Its modеrn dеsign and еrgonomic build catеr to city dwеllеrs sееking both.
HERO ELECTRIC,atria,4.0,"With its smooth and environmentally responsible ride, the Hero Electric Atria is a key feature of swish civic mobility and coincidental comfort for megacity people. Its electric."
HERO ELECTRIC,atria,5.0,"The Hero Electric Atria has comfortable seating, comes at a reasonable price, and is a happy choice for middle-class families. There's no petrol cost, as it runs solely on."
HERO ELECTRIC,atria,4.0,Hero Electric Atria electric motor blends affordability and luxury. This electric motor scooter may give residers of metropolises with a reliable and secure assist. Its 2-wheeler.
HERO ELECTRIC,atria,4.0,The Hero electric motor Atria combines frugality and comfort. Civic residents may enjoy a safe and reliable lift on this electric motor scooter. Its layout is ultrapractical and.
HERO ELECTRIC,atria,4.0,It gives a suitable range for daily city riders but has a low top speed. The range of this Hero Electric Atria is around 85 km/charge and has 4-5 hours of charging time. It.
HERO ELECTRIC,atria,3.0,My assessment of the Legend Electric Optima's electric solace and powerful shared movement has emerged. The basic yet usable origination of this model energizes naturally capable.
HERO ELECTRIC,atria,4.0,"Reasonable control of Speed, Very comfortable, mileage is good, and charging time is effectively good."
HERO ELECTRIC,atria,4.0,Atria electric scooter by the Hero is a comfortable scooter and maintenance cost is also decent and help a lot in saving compare to petrol vehicle and has a great advantage over.
HERO ELECTRIC,atria,4.0,"I love riding motorcycles, and because I'm older than 18, the HERO ATRIA is the best choice. This Beast is so stylish in its class that it constantly attracts attention from other."
HERO ELECTRIC,atria,4.0,"This motorcycle cost me 77500 rupees. Although the speed is sluggish, it is beneficial for the battery. Additionally, it is excessively attractive. easy to maintain. Overall, the."
HERO ELECTRIC,atria,4.0,"It seemed too brief. There aren't many available ranges, and the bike's speed is appalling. I also put the bike away. The engine itself is subpar. However, the bike requires."
HERO ELECTRIC,atria,4.0,"The Atria sports a stylish exterior and a cosy seat. The key is the vehicle's ignition as it lacks a start button. The scooter's power output is listed as ""less than 250 watts,""."
HERO ELECTRIC,atria,5.0,"Enables the rider to keep a steady preferred pace. The scooter's cruise control system enables the rider to keep a steady preferred pace, reducing hassle and enhancing comfort. I."
HERO ELECTRIC,atria,4.0,"Bid adieu to jarring and jarring rides. its cutting-edge telescopic suspension guarantees a jerk-free, smooth ride on each and every trip. its smooth and comfortable though quite."
HERO ELECTRIC,atria,4.0,"As my son is just sixteen years old and I wanted some low-speed electric vehicle I opted for Electric Atria due to less charging time and a riding range of 85kmph, which is."
HERO ELECTRIC,atria,5.0,I think it is one of the best scooters in the segment in terms of price range and styling. As it has an appealing appearance due to its sleek and cute looks. I like the headlamp's.
HERO ELECTRIC,atria,5.0,"The front tyre has a good drum brake the rear tyre will have a battery hold of 350W with telescopic suspension which, is helping over bumpy roads. And below the driving seat one."
HERO ELECTRIC,atria,5.0,There is no doubt that the looks of the bike are quite subtle and sharp. I like the extra space they have given for a pillion footrest. The front looks good and appears strong.
HERO ELECTRIC,atria,4.0,"A low-speed, long-distance electric scooter with a striking style, the Hero Atria LX features LED headlights and indicators. This is a cheap electric scooter that doesn't require."
HERO ELECTRIC,atria,3.0,"Available only in one variant and is somewhat similar to Optima in terms of top speed and kerb weight but, it gives a riding range of 85km. The battery of the 250W BLDC engine."
HERO ELECTRIC,atria,4.0,"It is an inexpensive EV that can aid in city commuting are the target market for this scooter. It boasts respectable features and a good riding range. However, with a peak speed."
HERO ELECTRIC,atria,3.0,"This motorcycle cost me 67500 rupees. Although the speed is sluggish, it is beneficial for the battery. Additionally, it is excessively attractive. easy to maintain. Overall,."
HERO ELECTRIC,atria,4.0,Hero Electric Atria sports stylish looks and a comfortable seat. The battery charges completely in 4 to 5 hours and has an advertised range of 85 kilometers. This electric scooter.
HERO ELECTRIC,atria,4.0,"However, there is a problem with its product quality. The headlamp stopped working after 2 months of purchase. The left side indicator quit working after 5 months of."
HERO ELECTRIC,atria,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
HERO ELECTRIC,atria,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
HERO ELECTRIC,atria,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
HERO ELECTRIC,atria,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
HERO ELECTRIC,atria,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
HERO ELECTRIC,atria,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
HERO ELECTRIC,atria,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
HERO ELECTRIC,atria,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
HERO ELECTRIC,atria,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
HERO ELECTRIC,atria,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
HERO ELECTRIC,photon,2.3,Not a good option there is no practicality in vehicle no engineering is being done it seems that some new guys have designed it
HERO ELECTRIC,photon,1.0,battery has been perform poorly after purchase of 1 year. Dialer and company not replace my battery. scotty performance is also not good kilometer display shoeing is high as.
HERO ELECTRIC,photon,3.3,"I bought it and used to drive upto 90km daily , in my opinion the rider would feel discomfort for longer range and the back passenger feels a very good knockback while."
HERO ELECTRIC,photon,1.3,"Worst scooter in the electric version. It is not performing well, the mileage is very bad, and its parts, including the brake wire, broke within a month."
HERO ELECTRIC,photon,4.0,"Hero Electric Photon is a raying illustration of environmentally responsible communal transportation, combining forcefulness and faculty in a thruway that is really remarkable."
HERO ELECTRIC,photon,4.0,"Hero Electric Photon is known for its secure interpretation and provident avail, offering reliable and ecologically friendly assistance for numerous conveyance scripts. Because of."
HERO ELECTRIC,photon,4.0,Exercise the Hero electric motor Photon to append some polish to my standard peregrination. This electric motor scooter offers smooth and effective transportation for megacity.
HERO ELECTRIC,photon,4.0,Exercise the Hero electric motor Photon to light up your standard trip. Civic commuters may enjoy a smooth and operative lift on this electric motor scooter. It's a startling.
HERO ELECTRIC,photon,4.0,Decent build quality with good fit and finishing with affordable price Hero Electric Photon is a beautiful looking scooter. The overall size and look are great. It offers good.
HERO ELECTRIC,photon,5.0,"The Photon EV scooter is excellent to drive on the road, providing a smooth ride with maximum kilometers per charge and low running costs."
HERO ELECTRIC,photon,4.0,"Beyond the meager power output, the major issue is that there is a lot of potential for improvement in the throttle tuning. Riding a scooter in city traffic is difficult because."
HERO ELECTRIC,photon,4.0,"Hero Electric's high-speed portfolio includes the Photon HX, which has a top speed more than 42 kph (Hero Electric claims 45 kph) and is therefore eligible for FAME-II funding."
HERO ELECTRIC,photon,4.0,Low centre of gravity due to batteries being beneath the seat and storage area. 111 kg of weight is sufficient to keep it in place even when a bus or truck is driving past.
HERO ELECTRIC,photon,4.0,One would only expect brief journeys in the suburbs and perhaps occasionally around town for a car with a max range of only 65 to 80 km. This is mostly due to the charging period.
HERO ELECTRIC,photon,4.0,"The scooter also incorporates electronic controllers with 12 mosfets and a 24MHz high-speed controller, which provides the drivetrain with an immediate reaction and no signal."
HERO ELECTRIC,photon,4.0,"With 46 magnetic poles, the Photon has a strong magnetic flux, resulting in excellent efficiency and high torque. A practically noiseless ride is provided by the water-resistant."
HERO ELECTRIC,photon,4.0,"It gives a top speed of 45kmph, which I think is satisfactory because another vehicle in the same segment can even cross 25kmph. And the riding range it gives is 108kmph which is."
HERO ELECTRIC,photon,5.0,"As my daughter cleared her 10th with good marks we promised we would gift her an electric scooter for her convenience, and I think Electric Photon was the one very sober and."
HERO ELECTRIC,photon,4.0,"I was looking for an electric scooter for my daughter who is in 10th standard and, I wanted something that would not cause any kind of trouble during driving. An electric scooter."
HERO ELECTRIC,photon,4.0,"I like the matte finish touch that Taa has tried to give to this model and obviously, it cost more than other models, the starting price range starts from 90k, and with a change."
HERO ELECTRIC,photon,4.0,"When compared to the performance it offers, Hero Electric Photon is costly. This is the best electric scooter, nevertheless, if you're a college student looking for your first."
HERO ELECTRIC,photon,4.0,"The price range starts from 91k, and Photon is a decent electric scooter with a riding range of as claimed 108km per charge. The top speed of 45kmph is a flexible feature in."
HERO ELECTRIC,photon,5.0,"For someone who wants to explore the world of evs, the Photon is the ideal e-scooter. The scooter's features and performance are enough for city use, and the price is reasonable."
HERO ELECTRIC,photon,3.0,"It gives really good mileage. 60 kilometres per hour. In 7 seconds, pick up. environmentally friendly. No contaminant. 70% of Indians trust Hero Bikes, which has a bright future."
HERO ELECTRIC,photon,4.0,"Hero Electric Photon's top speed is 45 kmph, it has a 90-kilometer stated range, and a full charge takes 5 hours. Its AGM VRLA battery is designed specifically for the severe."
HERO ELECTRIC,photon,3.0,"Scooter tyres are quite tiny, giving a terrible ride- The scooty on the road becomes trapped on the breaker. When it comes to the pit, it bounces a lot, but everything else is OK."
HERO ELECTRIC,photon,4.0,The newest electric scooter model is called Photon LP- It is a high-speed electric scooter that can travel 108kilometres on a single charge and has a top speed of 45kilometres per.
HERO ELECTRIC,photon,4.0,Extra security is always advantageous. Get it on your ride with the Optima HX's Remote Lock & Antitheft Alarm feature. With a top speed of almost 40+ kms/h and a driving range of.
HERO ELECTRIC,photon,5.0,Hero Electric Photon is good for city rides and you can easily tackle the bad roads with this electric scooter. It has good pickup and posture to drive which makes this scooter.
HERO ELECTRIC,photon,5.0,It is a good scooter with a low maintenance cost. The battery is resistant and it is best for city.
HERO ELECTRIC,photon,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
HERO ELECTRIC,photon,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
HERO ELECTRIC,photon,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
HERO ELECTRIC,photon,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
HERO ELECTRIC,photon,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
HERO ELECTRIC,photon,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
HERO ELECTRIC,photon,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
