brand,model_slug,text,rating
HERO ELECTRIC,optima,Overall very good comparing with the other motors electric scootys this is the best one I had saw. This scooty has many good features comparingly with other companies battery.....,4.5
HERO ELECTRIC,optima,Hero optima very good in performance and best comfort comfortable seats and best range at this price and this is cost very cheap and this is maintenance cost is very low and this.....,4.5
HERO ELECTRIC,optima,It is good for local uses and also it come good battery and charge period enhancing the feature good and it economical,4.2
HERO ELECTRIC,optima,This is the worst automobile one should buy don't waste your hard-earned money on this shit I bouth this last year and now I have to visit service center almost every month and.....,1.2
HERO ELECTRIC,optima,Never ever think of buying a hero electric scooter. Poor service. More over can't use the vehicle in good condition for atleast 3 months. My scooter stops while running itself......,1.8
HERO ELECTRIC,optima,"This price range best in segment,best in other scooters better than Honda Activa best in segment performance all colour very good",4.5
HERO ELECTRIC,optima,"Battery not giving milege more than 40 kms on one charge, built quality also not good. Not expected this from Hero",1.7
HERO ELECTRIC,optima,One of the life wrost decision of purchased this electric 2 wheeler of optima CX 5.0..Please don't think to buy..any specifications regarding their faults please,1
HERO ELECTRIC,optima,It was good and good morning sir least I was like that it will take care of your life with Okay with that it will take care of your life is n,3.5
HERO ELECTRIC,optima,I am using this scooter for almost 3 years now and my experience has been good. One battery was gone but company replaced it. No problems till now.i am getting 42 - 45 km per.....,3.7
HERO ELECTRIC,optima,Best electric scooter i have in present time this scooter hai good design just like oil scooters also good range high speed good quality.,5
HERO ELECTRIC,optima,Hero optima has a nice mileage if you want to drive it in city around 65 km in single charge. The body is of plastic but a solid one and has very good storage if you take single.....,4
HERO ELECTRIC,optima,Nothing to say. Everything looks good. I want to buy that one for local driving. I think this is best for save money.,5
HERO ELECTRIC,optima,"गाडी गाडी खूप सुंदर आणि एकदम भारी आहे ,,😊😊🥰🥰🥰एकदम भारी आणि.....",4.2
HERO ELECTRIC,optima,I am using this scooter 2.5 years no any problem but only tyre problem and light problem or good experience.,4
HERO ELECTRIC,optima,"It's safe, comfortable n elegant to drive, noise less and effortless driving experience for ladies and children",5
HERO ELECTRIC,optima,"One of the bad scooty and hero electric is giving one of the bad after sales services,they are pathetic with there services and parts are also very bad",1.3
HERO ELECTRIC,optima,The worst riding experience with terrible performance and the cost of maintenance is very much. So not worth it,2.2
HERO ELECTRIC,optima,Very sad on servicing the vehicle and getting parts. Excess charged. Body is very light. Several complaint lodged. Even the not give proper on worrenty period. No response from.....,1
HERO ELECTRIC,optima,"Impressive service and a commendable staff at Hero Optima. It stands out as the best two-wheeler. I've been using it for the past year. Thank you, Hero, for a great experience.",4.8
HERO ELECTRIC,optima,"I bought the Hero Electric Optima for my business a year ago, spending Rs. 78,000. Unfortunately, the battery failed after four months, still under warranty. The company's delayed.....",1.8
HERO ELECTRIC,optima,I've had an amazing experience using a battery with the best backup and minimal maintenance costs. It has truly been a great investment for me.,5
HERO ELECTRIC,optima,"Delivering an overall comfortable driving experience, this vehicle stands out for its cost-effective mileage and attractive color options. While a single battery may have its.....",4
HERO ELECTRIC,optima,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",
HERO ELECTRIC,optima,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,
HERO ELECTRIC,optima,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.,
HERO ELECTRIC,optima,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍,
HERO ELECTRIC,optima,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",
HERO ELECTRIC,optima,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",
HERO ELECTRIC,optima,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,
HERO ELECTRIC,optima,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.,
HERO ELECTRIC,optima,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍,
HERO ELECTRIC,optima,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",
HERO ELECTRIC,flash,Good for daily commute in city within the range of 50 km . Also good charging time for scooter. I have std varient with limited numbers of features but on top model tou get most.....,4.2
HERO ELECTRIC,flash,It is comfortable for the lower class for purchasing a bike.it is very easy to purchase any lower class family,3.7
HERO ELECTRIC,flash,Hero electric 2 wheeler is Good one to buy. Nice one to go for economy vehicle Options. Worth to opt for it,5
HERO ELECTRIC,flash,"Gud bikes and prices with bike, good service, and yours customer care system is best every problem solve here bike dekho",5
HERO ELECTRIC,flash,"Very good. Peisa ki bachat, per month petrol ki peisa mai scooty aa gaya . Isse acchcha Or keya ho sakta hai",4.8
HERO ELECTRIC,flash,"The Hero Electric Flash stands out for its impressive features, combining outstanding safety measures with an extended range. It not only ensures a secure ride but also offers.....",5
HERO ELECTRIC,flash,"The Hero Electric Flash is a featherlight, important Town fireball that gives druggies access to an electric scooter that's both nimble and useful. Its featherlight construction.....",4
HERO ELECTRIC,flash,"As a usеr of thе Hеro Elеctric Flash, I've found it to be a rеliablе and nimblе city ridе. Its compact dеsign makеs manеuvеring through urban strееts еffortlеss,.....",4
HERO ELECTRIC,flash,"The Hero Electric Flash is an accessible and environmentally responsible mode of transportation for megacity residers, epitomizing fragile scale effectiveness and hassle-free.....",3
HERO ELECTRIC,flash,"The Hero electric motor Flash combines effectiveness and quickness. This electric motor scooter provides a quick and effective lift for civic speedsters. For regular commuting,.....",4
HERO ELECTRIC,flash,"The bike is very comfortable and affordable, making it easy to ride. I'm happy with it, and its performance is excellent. I love it!",4
HERO ELECTRIC,flash,The Hero electric motor Flash combines velocity with effectiveness. Civic speedsters may enjoy a quick and operative assist on this electric motor scooter. Its dégagé and.....,4
HERO ELECTRIC,flash,Value for money as compared with the segment rivals Hero Electric Flash is an electric scooter with decent build quality. It has a good design and gives good comfort. It provides.....,4
HERO ELECTRIC,flash,"The top speed of the Flash's electric motor is 25 km/h. The broad headlamp on the front apron dominates the front from a design perspective, and the indicators are integrated into.....",4
HERO ELECTRIC,flash,"A very decent and normal-looking electric scooter which I liked. The ground clearance is good, kerb weight is 87kg which feels light. But, again there is a huge expectation from.....",4
HERO ELECTRIC,flash,I used my friend's electric scooter. It was amazing. No requirement only charging required. And it almost runs like a petrol scooter. No noise very comfortable.,4
HERO ELECTRIC,flash,The Flash is Hero Electric's most cheap model in the market. Anyone may ride it with ease in the limits of the city because to its featherweight 66kg design and excellent.....,5
HERO ELECTRIC,flash,"The body's construction, switches, horns, and lighting. Lowered battery case, frequent collisions with potholes, no other place to get spare parts other than service centers......",3
HERO ELECTRIC,flash,Hero Electric Flash promises to improve the convenience of short-distance travel. Its Li-ion battery allows it to reach a top speed of approximately 25 kmph. The charging duration.....,4
HERO ELECTRIC,flash,A 250 W motor gives the Hero Electric Eddy's electric bike a range of 85 kilometres and a top speed of 25 kilometres per hour. It takes 4-5 hours to fully charge.,4
HERO ELECTRIC,flash,"Hero Electric Flash, a new model from Hero Electric, is available in the low-speed version. It is a compact type that powers its motor using a lithium-ion battery. This model's.....",4
HERO ELECTRIC,flash,"Hero Electric Flash is powered by a battery, it needs to be lightweight to cover longer distances, or else it cannot travel long distances as the owner fears running out of.....",3
HERO ELECTRIC,flash,Flash LX's portable battery makes charging quick and simple. Simply remove the battery to recharge it while relaxing at your home or workplace. Though the max speed is 25/km per.....,5
HERO ELECTRIC,flash,"It's very light, easy to handle, and looks attractive. Its have well boot space also the headlight is very powerful.",4
HERO ELECTRIC,flash,"It's a very nice, Good product and the best. We can go anywhere silently and the pickup is very strong.",5
HERO ELECTRIC,flash,"excellent stability, smooth riding, one good local mechanic is enough, electric bike knowledge must for touching hub wheel rest everything is cool about this bike , peaceful.....",3
HERO ELECTRIC,flash,Very nice bike and its mileage are very competitive than another battery bike. Good looking and its battery are also good.,3
HERO ELECTRIC,flash,"After purchase, the shop got closed and now all the services are pending. Company is also not responding to my emails and phone number is not working. Looks like they cheated.....",1
HERO ELECTRIC,flash,"In HERO ELECTRIC all items are very low grade. e.g. The body material, switches, horns, bulbs. lowered battery case, the vehicle often collides with road bumps, spares cannot be.....",1
HERO ELECTRIC,flash,"This is very good in color and mileage, Price is very good scooter. Scooter's mileage is Very good.",5
HERO ELECTRIC,flash,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",
HERO ELECTRIC,flash,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,
HERO ELECTRIC,flash,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.,
HERO ELECTRIC,flash,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍,
HERO ELECTRIC,flash,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",
HERO ELECTRIC,flash,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",
HERO ELECTRIC,flash,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,
HERO ELECTRIC,flash,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.,
HERO ELECTRIC,flash,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍,
HERO ELECTRIC,flash,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",
HERO ELECTRIC,atria,"It is so good electric scooter, it's looking is also good ..it satisfies my wife daily vehicle need. She has become more independent by getting this scooter...our whole family is.....",5
HERO ELECTRIC,atria,Good electric scooty in this range I am so happy see this all scopes I say everything but this scooty,4.3
HERO ELECTRIC,atria,Best scooter on this price and best proformas it looks like a very good and handling is very smoothly work,4.7
HERO ELECTRIC,atria,"Riding this scooter has been the best experience ever. It's undoubtedly the finest choice for on-road journeys. Its features are exceptional, and its overall appearance is.....",5
HERO ELECTRIC,atria,"With its sumptuous and point- rich electric scooter, the Hero Electric Atria elevates electric commuting to a new position for riders. Its fine performance style, which is.....",4
HERO ELECTRIC,atria,Thе Hеro Elеctric Atria еmеrgеs as a stylish and еfficiеnt urban commuting companion. Its modеrn dеsign and еrgonomic build catеr to city dwеllеrs sееking both.....,4
HERO ELECTRIC,atria,"With its smooth and environmentally responsible ride, the Hero Electric Atria is a key feature of swish civic mobility and coincidental comfort for megacity people. Its electric.....",4
HERO ELECTRIC,atria,"The Hero Electric Atria has comfortable seating, comes at a reasonable price, and is a happy choice for middle-class families. There's no petrol cost, as it runs solely on.....",5
HERO ELECTRIC,atria,Hero Electric Atria electric motor blends affordability and luxury. This electric motor scooter may give residers of metropolises with a reliable and secure assist. Its 2-wheeler.....,4
HERO ELECTRIC,atria,The Hero electric motor Atria combines frugality and comfort. Civic residents may enjoy a safe and reliable lift on this electric motor scooter. Its layout is ultrapractical and.....,4
HERO ELECTRIC,atria,It gives a suitable range for daily city riders but has a low top speed. The range of this Hero Electric Atria is around 85 km/charge and has 4-5 hours of charging time. It.....,4
HERO ELECTRIC,atria,My assessment of the Legend Electric Optima's electric solace and powerful shared movement has emerged. The basic yet usable origination of this model energizes naturally capable.....,3
HERO ELECTRIC,atria,"Reasonable control of Speed, Very comfortable, mileage is good, and charging time is effectively good.",4
HERO ELECTRIC,atria,Atria electric scooter by the Hero is a comfortable scooter and maintenance cost is also decent and help a lot in saving compare to petrol vehicle and has a great advantage over.....,4
HERO ELECTRIC,atria,"I love riding motorcycles, and because I'm older than 18, the HERO ATRIA is the best choice. This Beast is so stylish in its class that it constantly attracts attention from other.....",4
HERO ELECTRIC,atria,"This motorcycle cost me 77500 rupees. Although the speed is sluggish, it is beneficial for the battery. Additionally, it is excessively attractive. easy to maintain. Overall, the.....",4
HERO ELECTRIC,atria,"It seemed too brief. There aren't many available ranges, and the bike's speed is appalling. I also put the bike away. The engine itself is subpar. However, the bike requires.....",4
HERO ELECTRIC,atria,"The Atria sports a stylish exterior and a cosy seat. The key is the vehicle's ignition as it lacks a start button. The scooter's power output is listed as ""less than 250 watts,"".....",4
HERO ELECTRIC,atria,"Enables the rider to keep a steady preferred pace. The scooter's cruise control system enables the rider to keep a steady preferred pace, reducing hassle and enhancing comfort. I.....",5
HERO ELECTRIC,atria,"Bid adieu to jarring and jarring rides. its cutting-edge telescopic suspension guarantees a jerk-free, smooth ride on each and every trip. its smooth and comfortable though quite.....",4
HERO ELECTRIC,atria,"As my son is just sixteen years old and I wanted some low-speed electric vehicle I opted for Electric Atria due to less charging time and a riding range of 85kmph, which is.....",4
HERO ELECTRIC,atria,I think it is one of the best scooters in the segment in terms of price range and styling. As it has an appealing appearance due to its sleek and cute looks. I like the headlamp's.....,5
HERO ELECTRIC,atria,"The front tyre has a good drum brake the rear tyre will have a battery hold of 350W with telescopic suspension which, is helping over bumpy roads. And below the driving seat one.....",5
HERO ELECTRIC,atria,There is no doubt that the looks of the bike are quite subtle and sharp. I like the extra space they have given for a pillion footrest. The front looks good and appears strong......,5
HERO ELECTRIC,atria,"A low-speed, long-distance electric scooter with a striking style, the Hero Atria LX features LED headlights and indicators. This is a cheap electric scooter that doesn't require.....",4
HERO ELECTRIC,atria,"Available only in one variant and is somewhat similar to Optima in terms of top speed and kerb weight but, it gives a riding range of 85km. The battery of the 250W BLDC engine.....",3
HERO ELECTRIC,atria,"It is an inexpensive EV that can aid in city commuting are the target market for this scooter. It boasts respectable features and a good riding range. However, with a peak speed.....",4
HERO ELECTRIC,atria,"This motorcycle cost me 67500 rupees. Although the speed is sluggish, it is beneficial for the battery. Additionally, it is excessively attractive. easy to maintain. Overall,.....",3
HERO ELECTRIC,atria,Hero Electric Atria sports stylish looks and a comfortable seat. The battery charges completely in 4 to 5 hours and has an advertised range of 85 kilometers. This electric scooter.....,4
HERO ELECTRIC,atria,"However, there is a problem with its product quality. The headlamp stopped working after 2 months of purchase. The left side indicator quit working after 5 months of.....",4
HERO ELECTRIC,atria,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",
HERO ELECTRIC,atria,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,
HERO ELECTRIC,atria,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.,
HERO ELECTRIC,atria,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍,
HERO ELECTRIC,atria,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",
HERO ELECTRIC,atria,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",
HERO ELECTRIC,atria,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,
HERO ELECTRIC,atria,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.,
HERO ELECTRIC,atria,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍,
HERO ELECTRIC,atria,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",
HERO ELECTRIC,photon,Not a good option there is no practicality in vehicle no engineering is being done it seems that some new guys have designed it,2.3
HERO ELECTRIC,photon,battery has been perform poorly after purchase of 1 year. Dialer and company not replace my battery. scotty performance is also not good kilometer display shoeing is high as.....,1
HERO ELECTRIC,photon,"I bought it and used to drive upto 90km daily , in my opinion the rider would feel discomfort for longer range and the back passenger feels a very good knockback while.....",3.3
HERO ELECTRIC,photon,"Worst scooter in the electric version. It is not performing well, the mileage is very bad, and its parts, including the brake wire, broke within a month.",1.3
HERO ELECTRIC,photon,"Hero Electric Photon is a raying illustration of environmentally responsible communal transportation, combining forcefulness and faculty in a thruway that is really remarkable......",4
HERO ELECTRIC,photon,"Hero Electric Photon is known for its secure interpretation and provident avail, offering reliable and ecologically friendly assistance for numerous conveyance scripts. Because of.....",4
HERO ELECTRIC,photon,Exercise the Hero electric motor Photon to append some polish to my standard peregrination. This electric motor scooter offers smooth and effective transportation for megacity.....,4
HERO ELECTRIC,photon,Exercise the Hero electric motor Photon to light up your standard trip. Civic commuters may enjoy a smooth and operative lift on this electric motor scooter. It's a startling.....,4
HERO ELECTRIC,photon,Decent build quality with good fit and finishing with affordable price Hero Electric Photon is a beautiful looking scooter. The overall size and look are great. It offers good.....,4
HERO ELECTRIC,photon,"The Photon EV scooter is excellent to drive on the road, providing a smooth ride with maximum kilometers per charge and low running costs.",5
HERO ELECTRIC,photon,"Beyond the meager power output, the major issue is that there is a lot of potential for improvement in the throttle tuning. Riding a scooter in city traffic is difficult because.....",4
HERO ELECTRIC,photon,"Hero Electric's high-speed portfolio includes the Photon HX, which has a top speed more than 42 kph (Hero Electric claims 45 kph) and is therefore eligible for FAME-II funding......",4
HERO ELECTRIC,photon,Low centre of gravity due to batteries being beneath the seat and storage area. 111 kg of weight is sufficient to keep it in place even when a bus or truck is driving past.....,4
HERO ELECTRIC,photon,One would only expect brief journeys in the suburbs and perhaps occasionally around town for a car with a max range of only 65 to 80 km. This is mostly due to the charging period.....,4
HERO ELECTRIC,photon,"The scooter also incorporates electronic controllers with 12 mosfets and a 24MHz high-speed controller, which provides the drivetrain with an immediate reaction and no signal.....",4
HERO ELECTRIC,photon,"With 46 magnetic poles, the Photon has a strong magnetic flux, resulting in excellent efficiency and high torque. A practically noiseless ride is provided by the water-resistant.....",4
HERO ELECTRIC,photon,"It gives a top speed of 45kmph, which I think is satisfactory because another vehicle in the same segment can even cross 25kmph. And the riding range it gives is 108kmph which is.....",4
HERO ELECTRIC,photon,"As my daughter cleared her 10th with good marks we promised we would gift her an electric scooter for her convenience, and I think Electric Photon was the one very sober and.....",5
HERO ELECTRIC,photon,"I was looking for an electric scooter for my daughter who is in 10th standard and, I wanted something that would not cause any kind of trouble during driving. An electric scooter.....",4
HERO ELECTRIC,photon,"I like the matte finish touch that Taa has tried to give to this model and obviously, it cost more than other models, the starting price range starts from 90k, and with a change.....",4
HERO ELECTRIC,photon,"When compared to the performance it offers, Hero Electric Photon is costly. This is the best electric scooter, nevertheless, if you're a college student looking for your first.....",4
HERO ELECTRIC,photon,"The price range starts from 91k, and Photon is a decent electric scooter with a riding range of as claimed 108km per charge. The top speed of 45kmph is a flexible feature in.....",4
HERO ELECTRIC,photon,"For someone who wants to explore the world of evs, the Photon is the ideal e-scooter. The scooter's features and performance are enough for city use, and the price is reasonable......",5
HERO ELECTRIC,photon,"It gives really good mileage. 60 kilometres per hour. In 7 seconds, pick up. environmentally friendly. No contaminant. 70% of Indians trust Hero Bikes, which has a bright future.....",3
HERO ELECTRIC,photon,"Hero Electric Photon's top speed is 45 kmph, it has a 90-kilometer stated range, and a full charge takes 5 hours. Its AGM VRLA battery is designed specifically for the severe.....",4
HERO ELECTRIC,photon,"Scooter tyres are quite tiny, giving a terrible ride- The scooty on the road becomes trapped on the breaker. When it comes to the pit, it bounces a lot, but everything else is OK.....",3
HERO ELECTRIC,photon,The newest electric scooter model is called Photon LP- It is a high-speed electric scooter that can travel 108kilometres on a single charge and has a top speed of 45kilometres per.....,4
HERO ELECTRIC,photon,Extra security is always advantageous. Get it on your ride with the Optima HX's Remote Lock & Antitheft Alarm feature. With a top speed of almost 40+ kms/h and a driving range of.....,4
HERO ELECTRIC,photon,Hero Electric Photon is good for city rides and you can easily tackle the bad roads with this electric scooter. It has good pickup and posture to drive which makes this scooter.....,5
HERO ELECTRIC,photon,It is a good scooter with a low maintenance cost. The battery is resistant and it is best for city.,5
HERO ELECTRIC,photon,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",
