brand,model_slug,review_date,rating_extracted,review_title,review_body,cleaned_review,sentiment_score,sentiment_label
hyundai,creta-ev,"Mar 07, 2025",4.8,Best Ev Car,Very good car and best performance and very stylish look i feel better than other ev car so i suggest this car very good stylish low maintenance cost and strong car.,good car best performance stylish look feel better ev car suggest car good stylish low maintenance cost strong car,0.9337,Positive
hyundai,creta-ev,"Mar 04, 2025",4.7,Hyndai Creta,It definitely stands out in the crowd best looking ev car in its price range. Definitely worth buying if someone is looking forward to buy an electric vehicle. Excellent car 1,definitely stands crowd best looking ev car price range definitely worth buying someone looking forward buy electric vehicle excellent car 1,0.9349,Positive
hyundai,creta-ev,"Mar 01, 2025",4.8,The Cabin Is Spacious And This Is The Superb Car,The cabin is spacious and well-appointed with high-quality materials The infotainment system is intuitive and easy to use Ride quality is remarkably comfortable on rough roads The safety features are top-notch 1,cabin spacious wellappointed highquality materials infotainment system intuitive easy use ride quality remarkably comfortable rough roads safety features topnotch 1,0.8516,Positive
hyundai,creta-ev,"Feb 18, 2025",5.0,Creta Ev B,Must buy product best build perfect family car value for money milage range perfection creta ev best technology sporty looks nice build quality big screen nice saferfy rating best perfect,must buy product best build perfect family car value money milage range perfection creta ev best technology sporty looks nice build quality big screen nice saferfy rating best perfect,0.9858,Positive
hyundai,creta-ev,"Feb 17, 2025",5.0,Ideal Car For Professional,Best' car for city use and ruler area use this car very attractive and effective every version is the best for e V section best e V car in India,best car city use ruler area use car attractive effective every version best e v section best e v car india,0.9618,Positive
hyundai,creta-ev,"Feb 17, 2025",4.5,New Option Value For Money,I find price is attractive as compared to petro diesel version. Featured is good. Front charging option is always dangerous I case of collision. Nice option good range and good varients.,find price attractive compared petro diesel version featured good front charging option always dangerous case collision nice option good range good varients,0.8316,Positive
hyundai,creta-ev,"Feb 08, 2025",5.0,Car Charge Fast,Nice car and charging very fast and climate control and touch screen is very fast work and car is electric but power is diesel and petrol car i am setisfied the car,nice car charging fast climate control touch screen fast work car electric power diesel petrol car setisfied car,0.4215,Positive
hyundai,creta-ev,"Feb 01, 2025",5.0,Save Fuel And Oxygen For Future,"It is very good car to stop pollution and fuel. It is a good step towards our future. We should take this opportunity to save our money,fuel and oxygen for our future generations. 1",good car stop pollution fuel good step towards future take opportunity save moneyfuel oxygen future generations 1,0.8625,Positive
hyundai,creta-ev,"Jan 29, 2025",4.0,Creata Ev Has Feature,It okay but pricing is little high due to indian people and this range already provided by many other brands with low price i think cost cutting krni chiye thi 3 2,okay pricing little high due indian people range already provided many brands low price think cost cutting krni chiye thi 3 2,-0.1779,Negative
hyundai,creta-ev,"Jan 27, 2025",4.8,Best 5 Seater SUV,"I have always been impressed with creta, it has been the segment leader since the initial days it was launched and always caught my eye. The feautures and styling of the electric one are quite impressive and attractive. The mileage also seems to be quite satisfying, over it is a good car and satisfactory for family upto 4 members. As in the back 3 ...Read More 1 2",always impressed creta segment leader since initial days launched always caught eye feautures styling electric one quite impressive attractive mileage also seems quite satisfying good car satisfactory family upto 4 members back 3 read 1 2,0.9604,Positive
hyundai,creta-ev,"Jan 19, 2025",4.8,Very Nice Looking Great,Very nice looking great I am trying to purchase this that's is a ultimate car I have now petrol & again purchase electric fabulous car interior design looking 2 2,nice looking great trying purchase thats ultimate car petrol purchase electric fabulous car interior design looking 2 2,0.8834,Positive
hyundai,creta-ev,"Jan 13, 2025",4.8,New Age Electric Creta,"I have been a Creta fan for years, having previously owned the 1st gen. The electric version took my excitement to the next level. With an impressive range of 473 km and fast charging from 20 to 80 percent in under an hour, it is perfect for long drives and daily commutes. The sleek EV-specific grille and those aerodynamic wheels give it such a fut...Read More 4 2",creta fan years previously owned 1st gen electric version took excitement next level impressive range 473 km fast charging 20 80 percent hour perfect long drives daily commutes sleek evspecific grille aerodynamic wheels give futread 4 2,0.91,Positive
hyundai,creta-ev,"Jan 13, 2025",4.8,Super Excite For EV Creta,"I am super interested in the new Creta Electric. The dual 10.25-inch screens and panoramic sunroof looks like an luxurious upgrade for an EV in this segment. Starting at Rs 17 lakh, it feels like a steal deal for all the features and tech it offers. Hyundai might just have a game-changer here. 3 3",super interested new creta electric dual 1025inch screens panoramic sunroof looks like luxurious upgrade ev segment starting rs 17 lakh feels like steal deal features tech offers hyundai might gamechanger 3 3,0.8126,Positive
hyundai,ioniq-5,"Jan 08, 2025",4.8,This Is A More Comfortable Car Nowadays.,"This is a more comfortable car that I have experienced , It is the only car which give more range under 50 lakhs. I seems Hyundai is making good and efficient cars till now.",comfortable car experienced car give range 50 lakhs seems hyundai making good efficient cars till,0.8402,Positive
hyundai,ioniq-5,"Nov 13, 2024",4.0,A Revolutionary EV,"The Hyundai Ioniq 5 is a fantastic ev with a futuristic design and top notch performance. The simple and minimalistic interiors are spacious and filled with latest tech, connected dual touchscreen for infotainment and driver information. The ride quality is smooth and silent and has an effective driving range of about 400 km on a single charge. The...Read More",hyundai ioniq 5 fantastic ev futuristic design top notch performance simple minimalistic interiors spacious filled latest tech connected dual touchscreen infotainment driver information ride quality smooth silent effective driving range 400 km single charge theread,0.8176,Positive
hyundai,ioniq-5,"Nov 01, 2024",5.0,Just An Exceptionally Well Built Car,Just an exceptionally well built car inside and out. Standout exterior design that attracts attention. Very spacious and fresh interior designs as well. A car straight from the future. Gives a range of ~450km reliably in all conditions.,exceptionally well built car inside standout exterior design attracts attention spacious fresh interior designs well car straight future gives range 450km reliably conditions,0.8553,Positive
hyundai,ioniq-5,"Oct 25, 2024",4.5,Good Look And The Premium Design,Super and fantastic looks black is best.fanstatic executive and says that best for a reason drive a car no lt a cartoon.say tata to car drive something good and better,super fantastic looks black bestfanstatic executive says best reason drive car lt cartoonsay tata car drive something good better,0.9552,Positive
hyundai,ioniq-5,"Oct 23, 2024",5.0,The Future Is Here,"Hyundai Ioniq 5 is a futuristic looking comfortable SUV. It is spacious, fun to drivng, tech loaded. I never thought than an EV could be so much fun. My driving cost has significantly gone down after the Ioniq 5, I mostly charge it home only.",hyundai ioniq 5 futuristic looking comfortable suv spacious fun drivng tech loaded never thought ev could much fun driving cost significantly gone ioniq 5 mostly charge home,0.872,Positive
hyundai,ioniq-5,"Oct 16, 2024",4.2,Futuristic Ioniq 5,"We recently got home the Hyundai Ioniq 5 and completely 2500 km in just 45 days. This is by far the best looking car I have ever owned. The interiors are luxurious but bit scared for the white leatherette. You will never feel any lack of power. The insulation in the cabin is amazing, it is so silent. It gets a good driving range of 500+ km in the c...Read More",recently got home hyundai ioniq 5 completely 2500 km 45 days far best looking car ever owned interiors luxurious bit scared white leatherette never feel lack power insulation cabin amazing silent gets good driving range 500 km cread,0.8739,Positive
hyundai,ioniq-5,"Oct 07, 2024",4.2,Futuristic Looks Of IONIQ 5,"The Hyundai Ioniq 5 looks beautiful and futuristic. I have done almost 15000km, with an efficiency of 5.5km/KWh which makes the car quite economical. The actual driving range varies between 400 to 480 km on a single charge and can drop down to 350ish on highway. The only issue I have face is with the The Bluelink app, apart from that it is a beauti...Read More",hyundai ioniq 5 looks beautiful futuristic done almost 15000km efficiency 55kmkwh makes car quite economical actual driving range varies 400 480 km single charge drop 350ish highway issue face bluelink app apart beautiread,0.6151,Positive
hyundai,ioniq-5,"Sep 27, 2024",4.2,A Great EV,"The EV was a dream to drive! Smooth acceleration, quiet operation, and a satisfying range. It's the future of transportation. Any Other ev in this price range isn't worth it.",ev dream drive smooth acceleration quiet operation satisfying range future transportation ev price range isnt worth,0.5162,Positive
hyundai,ioniq-5,"Jun 25, 2024",4.2,Future Forward With Hyundai Ioniq 5,"For me, the Hyundai Ioniq 5 has been somewhat surprising. My way of life in Bangalore, a tech savvy city, calls for this electric car. The forward design and cutting edge technologies make every drive an experience. One great benefit of the strong electric motor is its amazing range, rapid charging is another. The Ioniq 5 distinguishes itself with ...Read More",hyundai ioniq 5 somewhat surprising way life bangalore tech savvy city calls electric car forward design cutting edge technologies make every drive experience one great benefit strong electric motor amazing range rapid charging another ioniq 5 distinguishes read,0.9383,Positive
hyundai,ioniq-5,"Jun 21, 2024",4.0,Low Visibility But Futuristic Car,This Hyundai looks like a proper car from the future and its interior is highly futuristic and all the things are really beautiful in this car. The performance is really great and even in the ecomode the performance is really nice and the ride quality is nice with good suspension setup but the ground clearance is low and the heavy battery pack and ...Read More,hyundai looks like proper car future interior highly futuristic things really beautiful car performance really great even ecomode performance really nice ride quality nice good suspension setup ground clearance low heavy battery pack read,0.957,Positive
hyundai,ioniq-5,"Jun 19, 2024",4.0,Very Attractive Electric Car,"Well its a winner because it look sharp, has new age and practical interior, it drives well, great real world range with attractive price point. It is a great city car but in handling it does not impress the drivers and the steering does not feel natural. Front and rear seats are nice and the interior is just fantastic but the second row could be m...Read More",well winner look sharp new age practical interior drives well great real world range attractive price point great city car handling impress drivers steering feel natural front rear seats nice interior fantastic second row could mread,0.9833,Positive
hyundai,ioniq-5,"Jun 15, 2024",4.5,Hyundai Ioniq 5 Is A Do It All,"Our family's travel experiences have been completely transformed by the Hyundai Ioniq 5, which we purchased from a Hyundai showroom in Gurgaon. Its futuristic design and tech friendly interior were the highlights of our trip to Shimla. With a roomy cabin that can accommodate five people, the comfort is unmatched. The only downfall is the price, whi...Read More",familys travel experiences completely transformed hyundai ioniq 5 purchased hyundai showroom gurgaon futuristic design tech friendly interior highlights trip shimla roomy cabin accommodate five people comfort unmatched downfall price whiread,0.6597,Positive
hyundai,ioniq-5,"Jun 11, 2024",4.0,The Hyundai Ioniq 5 Futuristic And Eco Friendly.,"Hyundai?s Ioniq 5 is one of the best electric automobiles currently on the market. The engine is quite and powerful, ensuring that it is as efficient as possible in its performance. On the inside the vehicle is large and equipped with cutting edge technology and features. The exterior design is sleek and stylish in a futuristic sense. Safety aspect...Read More",hyundais ioniq 5 one best electric automobiles currently market engine quite powerful ensuring efficient possible performance inside vehicle large equipped cutting edge technology features exterior design sleek stylish futuristic sense safety aspectread,0.9329,Positive
hyundai,ioniq-5,"Jun 07, 2024",4.0,Electric Vehicle Surpassing All Its Peers,If anyone here is looking for an EV that is highly value for money then the Hyundai Ioniq 5 should be your choice. This car can easily travel to a range of 631 km with a full charge of 7 hours of AC power supply. Also it offers a boot space of 584 litreas whichi is highly useful in terms of luggage carrying.,anyone looking ev highly value money hyundai ioniq 5 choice car easily travel range 631 km full charge 7 hours ac power supply also offers boot space 584 litreas whichi highly useful terms luggage carrying,0.8067,Positive
hyundai,ioniq-5,"May 31, 2024",4.0,Most Powerful And Beautiful Looking Car,"It is an expensive car because it is a most powerful and fastest car and the power and punch in this car is just outstanding. When compare to Kia EV6, it is more worth buying, with the brillant driving range of 550 km on a single charge, it is perfect for road trips. It gives an amazing driving experience with smooth ride quality and the design of ...Read More",expensive car powerful fastest car power punch car outstanding compare kia ev6 worth buying brillant driving range 550 km single charge perfect road trips gives amazing driving experience smooth ride quality design read,0.9001,Positive
hyundai,ioniq-5,"May 28, 2024",4.0,Impressive Hyundai Ioniq 5,"It is been a fun to drive this car. The electric motor gives it a nice acceleration. Coming to the driving range, I can drive over 550 km on a single charge, which is plenty for trips. The boxy design with the cool running lights. The inside is super roomy, with plenty of legroom and headroom for everyone. Because it is electric, the cabin is reall...Read More",fun drive car electric motor gives nice acceleration coming driving range drive 550 km single charge plenty trips boxy design cool running lights inside super roomy plenty legroom headroom everyone electric cabin reallread,0.9062,Positive
hyundai,ioniq-5,"May 23, 2024",4.0,good car,"The Hyundai Ioniq 5 is a futuritic electric SUV. The design looks fresh and sleek. With the premium price tag of 49 lakhs, it is loaded with features and tech to justify it. The Ioniq5 has an impressive driving range of 630 km on a single charge. But, the only bad thing is that the rideÂ­ is a little rough on bumpy roads. Still, the Hyundai Ioniq 5 ...Read More",hyundai ioniq 5 futuritic electric suv design looks fresh sleek premium price tag 49 lakhs loaded features tech justify ioniq5 impressive driving range 630 km single charge bad thing rideâ­ little rough bumpy roads still hyundai ioniq 5 read,0.2732,Positive
hyundai,ioniq-5,"May 20, 2024",4.0,Hyundai Ioniq 5 Is The Future Of Mobility,"I decided to go on a trip in the Hyundai Ioniq 5, focusing on the design and technology of cars in the future. Its roomy interior and futuristic exterior design provide a window into the future, while its electric drive motors offers remarkable efficiency and performance. Range concern is eliminated with an approximate 590 kilometer range on a sing...Read More",decided go trip hyundai ioniq 5 focusing design technology cars future roomy interior futuristic exterior design provide window future electric drive motors offers remarkable efficiency performance range concern eliminated approximate 590 kilometer range singread,0.7269,Positive
hyundai,ioniq-5,"May 10, 2024",4.0,IONIQ 5 Is The Best EV Under 50 Lakhs,"I purchased the Hyundai Ioniq 5 few months back in Ludhiana. It was a festive start to a futuristic journey. Actually, my father-in-law suggested me for this model, and really, this is made for me. This car is a tech marvel, with features that are innovative and user-friendly. It has impressive driving range of 550 km, and the fast charging is a ga...Read More",purchased hyundai ioniq 5 months back ludhiana festive start futuristic journey actually fatherinlaw suggested model really made car tech marvel features innovative userfriendly impressive driving range 550 km fast charging garead,0.9001,Positive
hyundai,ioniq-5,"May 03, 2024",3.8,IONIQ 5 Revolutionising The EV Segment,"I recently bought the Hyundai IONIQ 5, attracted by its futuristic design and promising specifications. The interior are minimalistic yet appealing and equipped with necessary driver assist features. It has an impressive driving range of about 500 km on a single full charge, which is perfect for my daily needs and occasional long drives. The Ioniq ...Read More",recently bought hyundai ioniq 5 attracted futuristic design promising specifications interior minimalistic yet appealing equipped necessary driver assist features impressive driving range 500 km single full charge perfect daily needs occasional long drives ioniq read,0.91,Positive
hyundai,ioniq-5,"Mar 05, 2024",4.5,Nice Car,"The overall specifications are impressive, and the pricing reflects the high-quality features. The aesthetic appeal is equally noteworthy, making it a compelling choice.",overall specifications impressive pricing reflects highquality features aesthetic appeal equally noteworthy making compelling choice,0.6369,Positive
hyundai,ioniq-5,"Feb 01, 2024",3.7,Futuristic And Stunning Electric SUV,"Hyundai Ioniq 5 is an all-electric SUV with a futuristic design, spacious and comfortable cabin space, as well as outstanding performance and awesome ride quality. The 72.6kWh battery pack is capable of fast charging with a company-claimed range of 631 km on a single charge. The Ioniq 5 is designed to have a top speed of 185kmph and cabin features ...Read More",hyundai ioniq 5 allelectric suv futuristic design spacious comfortable cabin space well outstanding performance awesome ride quality 726kwh battery pack capable fast charging companyclaimed range 631 km single charge ioniq 5 designed top speed 185kmph cabin features read,0.9509,Positive
hyundai,ioniq-5,"Jan 31, 2024",4.5,Hyundai Ioniq 5 A Electric Futurism,"Hyundai Ioniq 5 represents the electric futurism, that combines a bathtub like design and impressive efficiency of an EV in its segment. The Ioniq 5 is a representation of Hyundai innovation in its design, interior space and advanced electric technology which makes it not just very comfortable but also sustainable. The electric motor provides a sil...Read More",hyundai ioniq 5 represents electric futurism combines bathtub like design impressive efficiency ev segment ioniq 5 representation hyundai innovation design interior space advanced electric technology makes comfortable also sustainable electric motor provides silread,0.9349,Positive
hyundai,ioniq-5,"Jan 31, 2024",3.7,Hyundai Ioniq 5 Futuristic Electric Revolution,"The Hyundai Ioniq 5 represents a futuristic electric revolution, reconsidering the automotive geography with its avant garde project and slice bite electric technology. With its bold aesthetics, long range capabilities, and improved features, the Ioniq 5 is a corroboration to Hyundai's devotion to pushing the boundaries of electric mobility. This e...Read More",hyundai ioniq 5 represents futuristic electric revolution reconsidering automotive geography avant garde project slice bite electric technology bold aesthetics long range capabilities improved features ioniq 5 corroboration hyundais devotion pushing boundaries electric mobility eread,0.8271,Positive
hyundai,ioniq-5,"Jan 25, 2024",4.0,Futuristic Elegance Car,"The Hyundai Ioniq 5 is a new electric car that combines cool design with eco-friendly driving. This smooth and modern model has a large, simple inner part that changes our idea of electric travel. The Ioniq 5 is equipped with slice-edge technology. It charges quickly and has an emotional electric range, giving a trouble-free drive while also being ...Read More",hyundai ioniq 5 new electric car combines cool design ecofriendly driving smooth modern model large simple inner part changes idea electric travel ioniq 5 equipped sliceedge technology charges quickly emotional electric range giving troublefree drive also read,0.4939,Positive
hyundai,ioniq-5,"Jan 24, 2024",4.2,"Futuristic Innovation, Electric Driving Redefined","As a happy Owner of the Hyundai Ioniq 5, I am invariably astounded at how acceptably it blends acceptable comfort,  eco-friendliness, and modern Expression. The Ioniq 5's special Design and futuristic expression drew me in incontinently, and its ample innards, extended range, and point-rich packaging further strengthened my love for it. During a re...Read More",happy owner hyundai ioniq 5 invariably astounded acceptably blends acceptable comfort ecofriendliness modern expression ioniq 5s special design futuristic expression drew incontinently ample innards extended range pointrich packaging strengthened love reread,0.9702,Positive
hyundai,ioniq-5,"Jan 23, 2024",4.0,Hyundai Ioniq 5 Futuristic Motion,"The Hyundai Ioniq 5, with its electric dominions and stark Expression and appearance, is an electric revolution that has earned my thorough recommendation. With its slice-bite technology and futuristic appearance, the electric super fully transforms the supermotive geography. Hyundai's devotion to invention is shown off by the roomy and technologic...Read More",hyundai ioniq 5 electric dominions stark expression appearance electric revolution earned thorough recommendation slicebite technology futuristic appearance electric super fully transforms supermotive geography hyundais devotion invention shown roomy technologicread,0.7845,Positive
hyundai,ioniq-5,"Jan 22, 2024",4.0,Unique As It Is IONIQ,"In my experience, the Hyundai Ioniq 5 is an excellent and comfortable car. I have had this vehicle for four months and I admire the entire operation, but due to my responsibility, I feel that the service is not up to par. Stunning looks and comfortable interior. The engine is powerful and also runs quite quietly. Overall it is a beautiful and amazi...Read More",experience hyundai ioniq 5 excellent comfortable car vehicle four months admire entire operation due responsibility feel service par stunning looks comfortable interior engine powerful also runs quite quietly overall beautiful amaziread,0.9718,Positive
hyundai,ioniq-5,"Jan 19, 2024",4.5,Hyundai Ioniq 5 Future Forward Driving Experience,"As the happy proprietor of a Hyundai Ioniq 5, I'm blown down by how acceptably it mixeseco friendliness, acceptable comfort, and modern Expression. Right first, I was colluded to the Ioniq 5's unusual Design and futuristic Expression, and my fondness for it was corroborated by its commodious innards, extended range, and point rich packaging. On a r...Read More",happy proprietor hyundai ioniq 5 im blown acceptably mixeseco friendliness acceptable comfort modern expression right first colluded ioniq 5s unusual design futuristic expression fondness corroborated commodious innards extended range point rich packaging rread,0.9643,Positive
hyundai,ioniq-5,"Jan 17, 2024",3.8,Delightful Drive With The Hyundai Ioniq 5,"As a proud owner of a Hyundai Ioniq 5, let me tell you that I am indeed grateful for this energetic and practical electric ride. Each journey is reliably smooth due to the exceptional performance of the electric powertrain. The overall range is impressive, I have achieved over 250 miles on a single charge several times which is more than sufficient...Read More",proud owner hyundai ioniq 5 let tell indeed grateful energetic practical electric ride journey reliably smooth due exceptional performance electric powertrain overall range impressive achieved 250 miles single charge several times sufficientread,0.9062,Positive
mahindra,be-6,"May 15, 2025",4.7,Stunning Choice.,"The mahindra be 6e is worth it . I looked about its features and its absolutely stunning designs , its interior and exterior are like next level good looking. The road presence of this car is  mind blowing and the black colour of this car is stunning . Its airbags, seats, alloy wheels, and its futuristic design are just perfect",mahindra 6e worth looked features absolutely stunning designs interior exterior like next level good looking road presence car mind blowing black colour car stunning airbags seats alloy wheels futuristic design perfect,0.9381,Positive
mahindra,be-6,"May 05, 2025",5.0,Mind-blowing,"I recently had the chance to experience this eSUV, and I must say it truly stands out! From the first glance, the look and design are eye-catching and modern. It has a bold, premium appearance that gives it a strong road presence. Boot space is another highlight. Its incredibly spacious and practical, easily accommodating luggage for a family trip ...Read More",recently chance experience esuv must say truly stands first glance look design eyecatching modern bold premium appearance gives strong road presence boot space another highlight incredibly spacious practical easily accommodating luggage family trip read,0.9308,Positive
mahindra,be-6,"Apr 29, 2025",5.0,Very Good Ev Car,Verry nice comfortable car ride with long drive Set is verry comfort so many features include this ev car mahindra is finally lunch this car is india market . Good interior and excellent in handling .The car serves our prapose.... Overall Product proposition is fantastic of lot of money Overall ok the power is good and design very good.,verry nice comfortable car ride long drive set verry comfort many features include ev car mahindra finally lunch car india market good interior excellent handling car serves prapose overall product proposition fantastic lot money overall ok power good design good,0.9771,Positive
mahindra,be-6,"Apr 26, 2025",5.0,Value For Money Car,MY FAVOURITE CAR I AM PURCHASING THIS CAR GOOD EXPERIENCE value for money this car mahindra Be 6 i am just watching this ad and I am fan this car and car look very good like buggati please purchase this car everyone this car very good and millege very good I am big fan this car and this car Mahindra be6 owner.,favourite car purchasing car good experience value money car mahindra 6 watching ad fan car car look good like buggati please purchase car everyone car good millege good big fan car car mahindra be6 owner,0.9657,Positive
mahindra,be-6,"Apr 26, 2025",5.0,More Safest And More Efficiently,I went with my friend about 286 km it's just at no cost and interior is awesome i recommend to buy this ev if it's possible to them who invest like 20. To 25 lakh and forget. All other expenses. Even u can save your time aswell to keep your vehicle in charge and enjoy your food it's taken few minutes to be charged over all its very nice product tha...Read More,went friend 286 km cost interior awesome recommend buy ev possible invest like 20 25 lakh forget expenses even u save time aswell keep vehicle charge enjoy food taken minutes charged nice product tharead,0.9571,Positive
mahindra,be-6,"Apr 21, 2025",5.0,Future Generations Car With A Brand Name Mahindra,Best car for future generations . This will overcome the market because of their features look and pricing and also the brand mahindra this is best car for future. As the market demanding new look best features in car this will make craze in the market. Best wishes to mahindra be for their super idea of cars,best car future generations overcome market features look pricing also brand mahindra best car future market demanding new look best features car make craze market best wishes mahindra super idea cars,0.9674,Positive
mahindra,be-6,"Apr 18, 2025",4.5,Best Car For This Price,Best car for this price range. Global standard. Stylish. Mahindra really did a good job making this car in a dedicated platform developed for ev's. It's just awesome. Best car for this price range. Global standard. Stylish. Mahindra really did a good job making this car in a dedicated platform developed for ev's. It's just awesome. 2 1,best car price range global standard stylish mahindra really good job making car dedicated platform developed evs awesome best car price range global standard stylish mahindra really good job making car dedicated platform developed evs awesome 2 1,0.9834,Positive
mahindra,be-6,"Apr 17, 2025",4.5,Mahindra Lover,"Driving is very soft. Looking great and featured are wonderful.i love it. Battery capacity is large.this car is very latest look. Mahindra company giving new revolution at world in looking pollution. That is really great thinking. I salute great ratan Tata. They are not man , they are god in India. Love",driving soft looking great featured wonderfuli love battery capacity largethis car latest look mahindra company giving new revolution world looking pollution really great thinking salute great ratan tata man god india love,0.9788,Positive
mahindra,be-6,"Apr 16, 2025",4.3,My Favorite Car Till Now,"I've been following Mahindra's Born Electric series for a while, and when I saw the BE.06 concept evolve into a production-ready model, I was genuinely impressed. Now that I got to experience the vehicle first-hand (test drove it recently), here's my take: First off, the BE.06 is a head-turner. Mahindra really stepped up the design game here. The a...Read More",ive following mahindras born electric series saw be06 concept evolve productionready model genuinely impressed got experience vehicle firsthand test drove recently heres take first be06 headturner mahindra really stepped design game aread,0.4767,Positive
mahindra,be-6,"Apr 15, 2025",4.3,Electric Beast,"Best in the ev segment cars not only because of it?s beautiful look in aspects of it?s power, comfort and it?s range we?ll not forgot to talk about it?s large panoramic sunroof and have different modes like everyday mode race mode and comfortable mode it?s wide tyres give more grip and less body roll be 6 is best for long rides and best family car",best ev segment cars beautiful look aspects power comfort range well forgot talk large panoramic sunroof different modes like everyday mode race mode comfortable mode wide tyres give grip less body roll 6 best long rides best family car,0.9796,Positive
mahindra,be-6,"Apr 15, 2025",5.0,BE6 GREAT EV,One of best machine introduced by an indian brand be6 with lots of features with attractive price point this is the future of indian automotive we are also exited for more creations from indian brands BE6 is a vehicle with unique sporty look and its road prescence is amazing.the main attraction isthat the speakers given inthe car.,one best machine introduced indian brand be6 lots features attractive price point future indian automotive also exited creations indian brands be6 vehicle unique sporty look road prescence amazingthe main attraction isthat speakers given inthe car,0.9136,Positive
mahindra,be-6,"Apr 12, 2025",5.0,The Best Electric Suv In India,"Awesome suv with luxury features. Best car to buy in 30 lakh segment. It's absolutely beast in on road performance. Interiors will make you fall in love with this car. Rear seat bit cramped but still it's suitable for the families, long drive. Overall it's great electric suv I have ever experienced! Kudos to the mahindra team!",awesome suv luxury features best car buy 30 lakh segment absolutely beast road performance interiors make fall love car rear seat bit cramped still suitable families long drive overall great electric suv ever experienced kudos mahindra team,0.9678,Positive
mahindra,be-6,"Apr 12, 2025",5.0,M&M Chocolate,This car like M&M chocolates. What a amazing looks from outside and inside.Anand Sir makes our nation pride.I like this car very much. No doubt it is a best segment from Mahindra. Its feel like a sporty.I am so happy after test drive. It is the best taste and leave the other rest. Overall satisfied.,car like mm chocolates amazing looks outside insideanand sir makes nation pridei like car much doubt best segment mahindra feel like sportyi happy test drive best taste leave rest overall satisfied,0.9735,Positive
mahindra,be-6,"Apr 11, 2025",5.0,Based On Own Experience On MAHINDRA BE 6 Car,"Mahindra BE 6 is a futuristic electric SUV with bold design, powerful performance, and a tech -rich interior. It offers smooth, silent drives, great range, and smart features- perfect for city rides and beyond. A true symbol of innovation and style in the EV world. BE 6 is not just a car it?s future",mahindra 6 futuristic electric suv bold design powerful performance tech rich interior offers smooth silent drives great range smart features perfect city rides beyond true symbol innovation style ev world 6 car future,0.9747,Positive
mahindra,be-6,"Apr 02, 2025",4.7,"Mahindra BE 6e Performance, Safety, Features, Etc","The Mahindra BE 6e is a Stylish and powerful electric car it offers a blend of performance, technology and features. It claims a range of 682 km and 20 minutes fast charging capability. It also have a 5 star safety ratings for both adults amd child occupant protection. The BE 6e have outstanding audio system",mahindra 6e stylish powerful electric car offers blend performance technology features claims range 682 km 20 minutes fast charging capability also 5 star safety ratings adults amd child occupant protection 6e outstanding audio system,0.8625,Positive
mahindra,be-6,"Mar 31, 2025",5.0,In A SUV Ev Segment,In In a SUV segment in electric BE 6 is one of the outstanding performance car with aerodynamic looks and a stylish interior and exterior from the day of the launch it have a craze in a public to have a car like this I?m surely planning Buying a car within a year after seeing the features and all it?s a best car ever for me,suv segment electric 6 one outstanding performance car aerodynamic looks stylish interior exterior day launch craze public car like im surely planning buying car within year seeing features best car ever,0.9186,Positive
mahindra,be-6,"Mar 30, 2025",5.0,Mast Car Hai Car Nhi Jaan Hai I Love Be6,Yeh car to mera aur mere pure family ka dil jet liya is gadi main to alag he swage feel hota hai yaar mere pass tata ev Tiago tha wo v alag he experience tha but yeh gadi jab se liya hai muje alag he feel hota hai mere traf se to 5 star hai is gadi ko full paisa wasul hai yeh gadi alag he pechan mila muje is gadi se,yeh car mera aur mere pure family ka dil jet liya gadi main alag swage feel hota hai yaar mere pass tata ev tiago tha wo v alag experience tha yeh gadi jab se liya hai muje alag feel hota hai mere traf se 5 star hai gadi ko full paisa wasul hai yeh gadi alag pechan mila muje gadi se,0.0,Neutral
mahindra,be-6,"Mar 29, 2025",5.0,Comfort Ek Number Transmission Is Good,"Range performance good,  good car look, good features transmission power all good car Mahindra excellent good lady lights good seating comfort good features wheel balancing gripping tying breaking adas excellent vibrating star vibration no sounding charging capacity charger excellent good condition good look",range performance good good car look good features transmission power good car mahindra excellent good lady lights good seating comfort good features wheel balancing gripping tying breaking adas excellent vibrating star vibration sounding charging capacity charger excellent good condition good look,0.9896,Positive
mahindra,be-6,"Mar 29, 2025",5.0,Must Have This Electric Car For Every Home,"Most comfort , safe and futuristic electric car. Lighting ,battey power , comfort safety, power is amazing. When I drive it firstly it was beyond my imagination you will feel you are in heaven steaeing wheel is sooooo smooth and stylish well control in speed and turns. I think if you want to buy a car this must be your first choice 2 1",comfort safe futuristic electric car lighting battey power comfort safety power amazing drive firstly beyond imagination feel heaven steaeing wheel sooooo smooth stylish well control speed turns think want buy car must first choice 2 1,0.9595,Positive
mahindra,be-6,"Mar 26, 2025",4.8,An Exceptional Electric Vehicle,"An exceptional electric vehicle that blends cutting edge technology, elegance, and remarkable performance is the mahindra be6. This new electric suv from mahindra offers a unique combination of comfort, safety and stylish design, making it a desirable choice for anyone seeking an environmentally friendly car. It also has a futuristic appearance 1",exceptional electric vehicle blends cutting edge technology elegance remarkable performance mahindra be6 new electric suv mahindra offers unique combination comfort safety stylish design making desirable choice anyone seeking environmentally friendly car also futuristic appearance 1,0.9432,Positive
